,SONY,RBLX,NVDA,U,SPOT
1029,1977200,,52859200,,1245100.0
1030,1609500,,54242400,,1844500.0
1031,2822500,,70246400,,7575300.0
1032,3049100,,63712000,,2514800.0
1033,2078500,,46160400,,1989900.0
1034,2044900,,49518000,,3154800.0
1035,1154100,,59106000,,2483300.0
1036,1470200,,60537200,,2165800.0
1037,730100,,82726400,,2943600.0
1038,1445400,,151674800,,2056100.0
1039,1662900,,55189200,,1223400.0
1040,2226800,,54098800,,1230400.0
1041,2215000,,44854800,,1039500.0
1042,1189600,,40174000,,1961400.0
1043,996800,,65602000,,1188700.0
1044,1305700,,48846400,,1587300.0
1045,866400,,50025600,,1830200.0
1046,800900,,32494400,,2110400.0
1047,969000,,35718800,,3306200.0
1048,1230900,,40999200,,1415500.0
1049,638300,,36292400,,1712600.0
1050,685400,,40352400,,1233700.0
1051,1360200,,45010400,,1588800.0
1052,1074100,,42241600,,1129100.0
1053,1555600,,85972800,,1523700.0
1054,1290200,,57957600,,796100.0
1055,920600,,76890000,,1266900.0
1056,778100,,51938400,,1184500.0
1057,848000,,66148400,,1346500.0
1058,632800,,48699200,,1151900.0
1059,2231600,,85497200,,1682600.0
1060,3729000,,71914800,,1138800.0
1061,1392400,,82431200,,1106300.0
1062,1579100,,74764400,,2242700.0
1063,954900,,52521200,,1906800.0
1064,1317800,,70350800,,1775800.0
1065,1696300,,47437200,,2071900.0
1066,978300,,48026400,,1248200.0
1067,908700,,45689600,,1666100.0
1068,1000600,,48382400,,1473000.0
1069,1325800,,44092000,,1361600.0
1070,1010500,,78350400,,1367200.0
1071,2378400,,45737600,,1289700.0
1072,1212200,,48174400,,2196600.0
1073,8331100,,42419200,,753700.0
1074,4273300,,43997200,,907100.0
1075,1032100,,44477200,,1056700.0
1076,1157600,,37460000,,913400.0
1077,984800,,47170800,,904700.0
1078,1704600,,44009200,,2024200.0
1079,1066300,,39496400,,1172600.0
1080,2349500,,35100400,,972100.0
1081,1076300,,38098800,,1119200.0
1082,1343600,,27993600,,1634100.0
1083,2081300,,34685600,,1704500.0
1084,2118900,,31820400,,1693400.0
1085,1768900,,49929600,,1675200.0
1086,3853300,,86898800,,2844600.0
1087,1198100,,39192000,,6689600.0
1088,1487200,,36292000,,1678600.0
1089,2185000,,35428000,,1482300.0
1090,1349800,,39468400,,1287700.0
1091,2705000,,33682400,,1411300.0
1092,2228300,,42217600,,1157800.0
1093,3310700,,55522000,,1014000.0
1094,1220400,,41916800,,847500.0
1095,1903300,,66024800,,1304300.0
1096,2148000,,56950000,,1296800.0
1097,1475700,,65691200,,1371600.0
1098,1146100,,52488000,,1130600.0
1099,2177900,,50232000,,906100.0
1100,5301500,,78108800,,1032300.0
1101,3318300,,102206800,,991300.0
1102,2019900,,57206400,,1057000.0
1103,1451300,,36184800,,904100.0
1104,1127800,,32586800,,2023000.0
1105,1894500,,59184400,,2096400.0
1106,814200,,35758400,,1227800.0
1107,879500,,42835600,,678000.0
1108,869600,,55980000,,1013700.0
1109,613100,,39430000,,980600.0
1110,1085200,,38972000,,1073300.0
1111,849600,,47864400,,1399300.0
1112,1014100,,64183600,,1351900.0
1113,764200,,51161600,,2283600.0
1114,1159900,,40814000,,2333900.0
1115,1146300,,34885600,,1643500.0
1116,1711200,,40278000,,1753100.0
1117,1064100,,38387200,,1483100.0
1118,1579900,,35889200,,1607600.0
1119,1198700,,30808000,,1104700.0
1120,3736100,,39442800,,1109400.0
1121,2555100,,27604000,,2405500.0
1122,1695700,,58192000,,1560000.0
1123,2280400,,33164400,,1007000.0
1124,1678700,,35016800,,1664300.0
1125,2478300,,43442800,,2648000.0
1126,1530300,,28294800,,2886800.0
1127,1868600,,31186800,,1996600.0
1128,1080600,,58407200,,1468300.0
1129,1027600,,44544000,,1490900.0
1130,886200,,39766800,,9156200.0
1131,1843400,,70975600,,1295800.0
1132,1386900,,40022800,,1144200.0
1133,784100,,24663600,,576700.0
1134,1468700,,39655200,,679600.0
1135,1691000,,32978800,,1306700.0
1136,1307200,,34286000,,1349700.0
1137,833900,,45207600,,1196400.0
1138,2797000,,68256000,,945500.0
1139,770100,,50639200,,952000.0
1140,917700,,28984000,,548300.0
1141,1461400,,34144400,,1393700.0
1142,1025700,,34820400,,1164100.0
1143,790000,,44219200,,1406400.0
1144,400700,,34489600,,907000.0
1145,965200,,31594000,,904000.0
1146,730200,,42817600,,1016400.0
1147,1115700,,36623600,,1202400.0
1148,1381400,,39270000,,955700.0
1149,1631800,,27416000,,896600.0
1150,3002000,,24816000,,1079000.0
1151,3197400,,19777200,,2009600.0
1152,1443100,,35941600,,5241300.0
1153,2243600,,42121200,,3540500.0
1154,1266100,,42834800,,953900.0
1155,1873300,,58915600,,1552800.0
1156,1194800,,36127200,,1088900.0
1157,2389900,,37256000,,953200.0
1158,1499900,,30930000,,941500.0
1159,426200,,34181600,,466700.0
1160,504800,,27920000,,710700.0
1161,1140800,,35195600,,1232600.0
1162,1272700,,41988000,,1320800.0
1163,872800,,47720000,,785200.0
1164,1254700,,100796000,,641300.0
1165,934800,,81511200,,659200.0
1166,378100,,46318800,,740900.0
1167,1052800,,42724400,,968800.0
1168,1583600,,30348800,,1410600.0
1169,1303600,,56805600,,1485800.0
1170,1174600,,31820800,,684700.0
1171,726300,,29096800,,1760900.0
1172,501000,,25561200,,1461400.0
1173,916000,,35797600,,792100.0
1174,355400,,29061600,,678900.0
1175,857900,,29614000,,885200.0
1176,925700,,22772800,,1260900.0
1177,1295800,,69567600,,701200.0
1178,679700,,37697600,,937100.0
1179,1144500,,41752400,,818000.0
1180,759900,,35281200,,1753800.0
1181,731000,,36151200,,1180400.0
1182,623200,,32784000,,1187000.0
1183,661300,,32459200,,1221800.0
1184,400800,,23183200,,892600.0
1185,1854700,,22304800,,1850500.0
1186,816600,,25815200,,915900.0
1187,619500,,24547600,,2478000.0
1188,627200,,35024400,,2380400.0
1189,426300,,24971200,,1510000.0
1190,987800,,31726800,,2444200.0
1191,1522500,,30843200,,1363000.0
1192,825500,,23456400,,1378900.0
1193,1501700,,36205600,,1837200.0
1194,666700,,18618400,,1370900.0
1195,988400,,36600800,,1573200.0
1196,1005200,,29337200,,2046500.0
1197,823800,,45058800,,1363700.0
1198,631900,,26552400,,2040500.0
1199,661400,,48098400,,1138600.0
1200,630500,,44443600,,1248500.0
1201,323500,,29241200,,934500.0
1202,721300,,30912400,,760200.0
1203,1378000,,44640400,,1353500.0
1204,461400,,20004000,,594800.0
1205,943000,,66412400,,1501700.0
1206,747600,,42894400,,1062300.0
1207,759600,,26343600,,1134000.0
1208,1079000,,30744000,,802600.0
1209,564300,,26186800,,1155700.0
1210,649700,,32872000,,1128200.0
1211,589100,,27991600,,719300.0
1212,727500,,23202000,,862600.0
1213,683700,,42309200,,2319700.0
1214,874900,,33079200,,10797600.0
1215,1496400,,21123600,,2570000.0
1216,1265100,,20596000,,1644500.0
1217,661800,,20973200,,1943600.0
1218,613700,,28364000,,1851300.0
1219,606200,,37671600,,3826400.0
1220,663600,,30086800,,2551400.0
1221,456600,,26901200,,1363100.0
1222,649500,,28034000,,961700.0
1223,941800,,18910000,,902800.0
1224,1398700,,24343600,,1477300.0
1225,1068100,,28350400,,2002400.0
1226,1089300,,30018800,,1070400.0
1227,424100,,51808000,,1417700.0
1228,325200,,105362800,,885600.0
1229,827100,,57458800,,2305400.0
1230,1512500,,41456400,,2119400.0
1231,852500,,47258800,,1820900.0
1232,1149700,,28838800,,1583300.0
1233,607200,,22410000,,1575800.0
1234,879400,,50647600,,1239100.0
1235,2221700,,38524400,,973500.0
1236,1565400,,21578400,,1006500.0
1237,952800,,14155600,,394500.0
1238,1515400,,37203600,,1254000.0
1239,1648100,,46523200,,755700.0
1240,1123800,,27342400,,1506000.0
1241,1156400,,18488400,,791600.0
1242,999800,,23223600,,724200.0
1243,1323200,,21188000,,1373700.0
1244,872900,,25638800,,1450300.0
1245,1375100,,23379600,,767400.0
1246,1152300,,40434800,,593000.0
1247,1019200,,45470400,,703300.0
1248,1109400,,32097600,,1223800.0
1249,747600,,32119600,,1431800.0
1250,557700,,34354800,,1561800.0
1251,667600,,44536000,,1025700.0
1252,1594400,,60304400,,828300.0
1253,601400,,35506000,,939200.0
1254,264500,,13886400,,1008000.0
1255,518000,,18285200,,752700.0
1256,351100,,25464400,,920700.0
1257,993900,,25805600,,1038100.0
1258,549700,,23100400,,769300.0
1259,856500,,23753600,,662600.0
1260,518600,,20538400,,1018400.0
1261,755500,,26263600,,1311900.0
1262,1316200,,31485600,,876700.0
1263,1640200,,27710800,,974500.0
1264,2377300,,25511200,,1630600.0
1265,1120500,,31629600,,1046400.0
1266,1272300,,31984000,,1880900.0
1267,1940800,,35908800,,1048000.0
1268,1085900,,26310400,,1037400.0
1269,1158900,,28419200,,701300.0
1270,780500,,25379200,,1314900.0
1271,967200,,21791600,,1743900.0
1272,760800,,23924000,,1718700.0
1273,579700,,24451600,,1102100.0
1274,678300,,37351200,,1164800.0
1275,1267300,,47053600,,1003900.0
1276,812600,,31097600,,791400.0
1277,613000,,25884800,,1215200.0
1278,870900,,29050400,,886600.0
1279,957400,,37042000,,1501100.0
1280,1811100,,25556400,,1894500.0
1281,1578700,,27154400,,3152600.0
1282,1799000,,20822000,,4159800.0
1283,662600,,21828400,,2341700.0
1284,1462400,,18975200,,2110600.0
1285,929300,,52960800,,1794700.0
1286,852000,,63855600,,1527900.0
1287,587900,,37464400,,1224000.0
1288,910300,,52801600,,1591000.0
1289,1485200,,104192400,,1288100.0
1290,2345700,,62016400,,1480200.0
1291,1234900,,69433200,,1051800.0
1292,1326100,,81005200,,1442600.0
1293,906900,,76818000,,1170700.0
1294,1413800,,85691600,,1382100.0
1295,2226400,,105549600,,2049200.0
1296,1553400,,74773200,,1502900.0
1297,2006000,,90641600,,1826300.0
1298,2722600,,113325200,,1909400.0
1299,2117900,,89074400,,1001700.0
1300,1714500,,65279200,,964900.0
1301,1223800,,59740800,,1336000.0
1302,1259900,,54032800,,1501600.0
1303,1165600,,51541200,,1311500.0
1304,1374800,,61416000,,1361700.0
1305,3117300,,58064800,,1359000.0
1306,1349800,,49996400,,905500.0
1307,2072100,,81654000,,1836600.0
1308,2012300,,63483600,,1439600.0
1309,1458900,,72697200,,1736000.0
1310,1702400,,83363200,,2493000.0
1311,3626500,,87426800,,1991000.0
1312,2382900,,76551200,,2504100.0
1313,1613000,,80463600,,3669100.0
1314,1592600,,64387600,,2209200.0
1315,2281900,,110164400,,2680900.0
1316,1225000,,79343200,,1994700.0
1317,1465400,,69610800,,1125600.0
1318,1943400,,63882800,,1094200.0
1319,1215200,,60225200,,1356600.0
1320,1057900,,94996000,,1763600.0
1321,1110900,,65691200,,1718100.0
1322,1107900,,67576400,,739500.0
1323,667800,,66321200,,871700.0
1324,1196800,,72788400,,2315000.0
1325,1347100,,78452000,,1539200.0
1326,1112600,,54244400,,1386400.0
1327,1139300,,52556400,,1226200.0
1328,1551700,,39840800,,1067700.0
1329,1762500,,53094800,,1536400.0
1330,2207300,,36614800,,1747100.0
1331,2740200,,74562000,,1102600.0
1332,3182300,,53912000,,709100.0
1333,2436900,,44938800,,1144400.0
1334,2203700,,73516000,,1098000.0
1335,837300,,48335600,,899100.0
1336,985500,,42416000,,769500.0
1337,1158100,,35232800,,1142300.0
1338,1233300,,47938800,,1135500.0
1339,972100,,44290400,,1516200.0
1340,1193600,,37916000,,5744100.0
1341,1108900,,37591600,,2122300.0
1342,625200,,34209600,,2047300.0
1343,768100,,31755600,,1224100.0
1344,957200,,36889600,,1231000.0
1345,913600,,32346400,,1280700.0
1346,900400,,37373200,,1421700.0
1347,957700,,33921600,,912400.0
1348,916800,,46906000,,1294500.0
1349,1140200,,49306000,,1099300.0
1350,2543800,,62585200,,974900.0
1351,1329900,,60231200,,895200.0
1352,1241200,,98766000,,1511500.0
1353,1976900,,77446000,,1306500.0
1354,2118400,,71732000,,4119400.0
1355,2146500,,58753600,,4818500.0
1356,1214600,,76106800,,4318700.0
1357,848700,,103876400,,2156300.0
1358,1435100,,77078000,,2482400.0
1359,1524600,,117589200,,2326500.0
1360,1606900,,73489600,,1858400.0
1361,1176800,,74525600,,1158200.0
1362,1423600,,38987600,,1309600.0
1363,1420600,,39132000,,1552400.0
1364,2723200,,36544000,,1522000.0
1365,1167400,,42428000,,1200100.0
1366,1274500,,48174800,,1157700.0
1367,1392600,,38773600,,1202100.0
1368,986700,,46848800,,1582800.0
1369,1863300,,63218000,,2112100.0
1370,2784400,,58365200,,1728800.0
1371,2360700,,57090800,,907600.0
1372,1640100,,40000400,,1396100.0
1373,1029200,,53571600,,1061100.0
1374,1375300,,40830400,,3151700.0
1375,920000,,25440800,,12353200.0
1376,1513900,,52416000,,12863200.0
1377,605900,,39846800,,6346100.0
1378,1189700,,37510800,,8055100.0
1379,646500,,44937200,,4949700.0
1380,682300,,37607200,,8578300.0
1381,953300,,59208400,,6497100.0
1382,972100,,34224800,,4766700.0
1383,736700,,36789200,,3515200.0
1384,1549700,,32664800,,3404200.0
1385,1087000,,36405600,,4247000.0
1386,1397500,,31589200,,5167600.0
1387,908000,,35780000,,2283600.0
1388,533500,,36548000,,3787800.0
1389,949600,,49454800,,2640400.0
1390,1666900,,49767600,,1772300.0
1391,1814600,,45707600,,2834600.0
1392,757600,,54267600,,3861300.0
1393,1985200,,40398400,,1779400.0
1394,935400,,34496400,,2794400.0
1395,1091700,,26628400,,1658000.0
1396,875000,,28485200,,4110500.0
1397,698200,,27703600,,2548200.0
1398,417000,,36729200,,5062900.0
1399,608100,,41166000,,2812900.0
1400,535500,,47329200,,2406600.0
1401,911200,,29213200,,1562100.0
1402,479200,,27163600,,1860900.0
1403,530400,,28450800,,3970600.0
1404,624300,,30888000,,2667400.0
1405,1112900,,38608000,,1809700.0
1406,2149700,,41272000,,1829800.0
1407,1695500,,31033600,,1707200.0
1408,1179100,,24992400,,1649400.0
1409,1129800,,24431600,,1341300.0
1410,1101600,,34251600,,1239200.0
1411,644600,,42779600,,1389600.0
1412,1039600,,35451200,,2621000.0
1413,1233600,,46441200,,2030100.0
1414,1794200,,37446000,,1388600.0
1415,1419400,,36643600,,983900.0
1416,1237400,,62130000,,1345400.0
1417,798200,,50344800,,989100.0
1418,1354300,,62262400,,1372000.0
1419,1224700,,92138800,,1730700.0
1420,1337000,,99986800,,1612100.0
1421,848500,,49056400,,1250000.0
1422,636000,,28907600,,1266000.0
1423,900600,,32124400,,1314400.0
1424,1032800,,31760400,,1243900.0
1425,1010000,,53716000,,1378000.0
1426,777200,,50084000,,882100.0
1427,1061900,,51131600,,1233300.0
1428,888900,,87401200,,2455700.0
1429,1069300,,94512800,,1845500.0
1430,1241500,,146368400,,2062800.0
1431,1262300,,79572800,,1469800.0
1432,888300,,73620000,,1057100.0
1433,979700,,69868400,,3026300.0
1434,826100,,63692800,,1371600.0
1435,676200,,120174400,,1185700.0
1436,1383600,,72755600,,1232700.0
1437,1789200,,55638400,,5339100.0
1438,1461500,,79251200,,1913600.0
1439,1212000,,69846000,20621000.0,1298000.0
1440,762500,,72104400,5055200.0,998300.0
1441,730800,,64645200,6893700.0,1539600.0
1442,873100,,64701200,4343900.0,1142100.0
1443,834700,,73124000,2487200.0,1451300.0
1444,617700,,58801600,3681700.0,770800.0
1445,790200,,57380800,3999900.0,937900.0
1446,449100,,62146000,2814000.0,1213600.0
1447,706700,,68918400,3670700.0,1131800.0
1448,719700,,52500400,4530800.0,1051500.0
1449,1392000,,55249600,2771300.0,1043800.0
1450,846200,,47982000,1260500.0,964300.0
1451,850800,,78442000,1014400.0,932600.0
1452,1238400,,41808400,1767800.0,616700.0
1453,744900,,37890000,1892900.0,765600.0
1454,755700,,34689200,2587700.0,617300.0
1455,770900,,43474400,3868000.0,937600.0
1456,907000,,34460400,2000700.0,1591600.0
1457,942800,,27610000,2196100.0,989600.0
1458,1129100,,26722400,1362700.0,904000.0
1459,1062600,,24239200,958600.0,1038300.0
1460,822200,,29806800,1669100.0,818800.0
1461,1215800,,22921200,1224800.0,904200.0
1462,873200,,21959600,1270200.0,1359500.0
1463,661900,,29048000,4738100.0,1216200.0
1464,751200,,23348400,3246200.0,1349800.0
1465,842500,,33689600,2933300.0,1921300.0
1466,1467300,,25052000,5984300.0,1778000.0
1467,2727400,,37652000,2391500.0,2257900.0
1468,1845100,,32008000,2805300.0,5508200.0
1469,1479300,,41682000,5100700.0,3520500.0
1470,2077700,,29965200,2514500.0,2282200.0
1471,1059400,,27290000,2161600.0,1418500.0
1472,1039200,,41022800,2788900.0,1907000.0
1473,1823300,,31902800,2106600.0,2180600.0
1474,1394500,,38334800,1727700.0,2161200.0
1475,1884900,,58297600,3158700.0,2060100.0
1476,1300100,,64406800,2447100.0,2371400.0
1477,1347400,,40474400,1663700.0,1183800.0
1478,1209000,,36581200,2937000.0,890600.0
1479,1094900,,34631200,4769700.0,861600.0
1480,1151100,,41377600,4675000.0,1438100.0
1481,1751500,,31202800,3710800.0,822800.0
1482,746400,,51092400,1897200.0,979100.0
1483,899900,,56593600,1663800.0,1372700.0
1484,623900,,34108800,2688000.0,1057000.0
1485,742800,,36135600,2100800.0,947300.0
1486,1208900,,34650000,1724900.0,826900.0
1487,1649700,,25991600,1539800.0,720600.0
1488,666900,,16727600,1799400.0,774200.0
1489,969700,,28695200,2514000.0,1800200.0
1490,1240200,,29694800,2407200.0,1227100.0
1491,1188400,,28336000,2141600.0,8178500.0
1492,754600,,19952000,1241300.0,2420000.0
1493,570100,,20224400,1498600.0,1979300.0
1494,901400,,22324400,1321800.0,2287600.0
1495,717900,,27192000,1738800.0,1620600.0
1496,1988700,,40130000,4057700.0,1682200.0
1497,725400,,20776400,1862900.0,1268900.0
1498,907600,,20926400,1360400.0,1657600.0
1499,855700,,27015600,2383900.0,2117300.0
1500,824300,,19301600,1461100.0,2198600.0
1501,856800,,22311600,1516100.0,1574700.0
1502,1199700,,23138400,1915900.0,960700.0
1503,1289600,,34206400,3637600.0,1090800.0
1504,939000,,30233200,1772300.0,1076800.0
1505,743000,,18558000,2275000.0,958500.0
1506,669600,,17914400,1323600.0,1131600.0
1507,301800,,9788400,746600.0,435800.0
1508,963600,,21256400,1814800.0,898200.0
1509,988800,,17037200,1990900.0,687900.0
1510,616200,,22539600,1227600.0,631500.0
1511,670700,,19242400,714800.0,587100.0
1512,1064000,,56064000,3129600.0,945700.0
1513,1118700,,32276000,1903800.0,610400.0
1514,981500,,58042400,3410700.0,1024800.0
1515,760700,,46148000,3225300.0,977200.0
1516,1400400,,29252800,2780500.0,2199700.0
1517,1036600,,51834400,1950300.0,1105600.0
1518,1192300,,29147600,1439100.0,829600.0
1519,794400,,21002800,1641800.0,2412100.0
1520,831100,,28312000,2161500.0,853800.0
1521,1027600,,27778000,1846000.0,2352000.0
1522,701000,,22618800,1505200.0,1252600.0
1523,874000,,25857200,909100.0,1044800.0
1524,649200,,33778000,1461300.0,1641800.0
1525,759600,,24682000,2012300.0,1083300.0
1526,1457800,,25111200,3554900.0,1393700.0
1527,775000,,16398000,1113000.0,818300.0
1528,1115200,,37127200,3613100.0,1549000.0
1529,1439700,,22831600,1273300.0,1532100.0
1530,859200,,27155200,1385700.0,1485500.0
1531,1499500,,21720400,1663900.0,1186200.0
1532,1267700,,22044000,2123000.0,1744500.0
1533,3026200,,24540800,1399500.0,6296200.0
1534,1382400,,20134000,3784400.0,2451300.0
1535,2026500,,16915200,17012100.0,2342800.0
1536,1067800,,43462400,22008000.0,1609000.0
1537,1014300,,28756000,11939500.0,1440500.0
1538,606400,,48535200,5690400.0,1492000.0
1539,470300,,45082800,6508800.0,1032400.0
1540,557700,,37475600,4275300.0,1119500.0
1541,849400,,32196000,5857600.0,1923600.0
1542,592200,,27475600,6593700.0,1283000.0
1543,567200,,23386800,6016800.0,1386500.0
1544,1988600,,27172400,4919200.0,1313800.0
1545,1096400,,32588400,5201500.0,4523400.0
1546,1067300,,39178000,11523900.0,4162000.0
1547,1474800,,44832000,5816800.0,1477600.0
1548,1338000,,82443600,6767300.0,2428200.0
1549,1002900,,50093200,7896700.0,2595700.0
1550,935600,,35318400,3951500.0,1539500.0
1551,1082500,,26411600,3534400.0,1483000.0
1552,1052700,,37759200,4663000.0,1636600.0
1553,1642500,,57334400,7662100.0,2591400.0
1554,1053900,,54284000,8271100.0,2599400.0
1555,1242600,,54311200,5240500.0,2108000.0
1556,1288500,,52182400,5728300.0,2424000.0
1557,1073400,97069300.0,38437600,4251300.0,1319500.0
1558,915500,59629300.0,29991600,5078600.0,1854800.0
1559,870100,19714700.0,24396400,2846800.0,963500.0
1560,875500,19549800.0,22198800,4021600.0,866800.0
1561,823900,30274400.0,27212800,4363700.0,891800.0
1562,719100,10054100.0,24386400,5580100.0,844700.0
1563,860600,9627400.0,29389600,5966700.0,1466800.0
1564,622700,6776500.0,29920800,6377300.0,1327100.0
1565,2082100,4238500.0,29780400,5359300.0,606500.0
1566,761200,4456000.0,22204800,5385100.0,802700.0
1567,1270700,5460000.0,24584000,4231800.0,1053100.0
1568,971200,6283000.0,29514400,6043700.0,1657700.0
1569,823900,4531200.0,36396800,3285700.0,1267700.0
1570,817100,4351600.0,27352000,3621200.0,1078700.0
1571,695100,3394500.0,20020400,2991000.0,1496000.0
1572,597500,4094900.0,31477600,3168500.0,1194500.0
1573,450100,4063100.0,30827600,4360500.0,1183800.0
1574,832400,8609500.0,25567200,2427400.0,949300.0
1575,439100,3915500.0,19174400,2589400.0,1280500.0
1576,489300,4424800.0,25128400,2648100.0,690200.0
1577,562500,4244000.0,24441600,2151600.0,679900.0
1578,823200,9245500.0,19517200,2036700.0,1171000.0
1579,444700,8004100.0,86932400,2407900.0,622100.0
1580,534800,17893700.0,67621200,2919500.0,1154300.0
1581,410800,14785800.0,38550000,2065300.0,815600.0
1582,508200,8841100.0,59848000,2246900.0,1216600.0
1583,642400,5156200.0,33520800,1980400.0,777800.0
1584,413700,6637700.0,40442000,2004500.0,1398400.0
1585,489100,8393600.0,33413200,1994200.0,1262200.0
1586,559200,4525000.0,21677600,2041000.0,1828500.0
1587,906500,3372200.0,27778800,4196100.0,1482300.0
1588,428500,2729300.0,22750000,1457400.0,2239000.0
1589,536900,4192700.0,19779600,2387700.0,2239600.0
1590,1559200,3200600.0,16457200,1834200.0,1239400.0
1591,1735200,3084300.0,20941600,1899700.0,7772300.0
1592,908800,4374900.0,17319600,1746700.0,3330800.0
1593,1080500,2420200.0,20191200,1074900.0,2187600.0
1594,1026600,3212200.0,20391200,2481200.0,2305600.0
1595,1378500,5379900.0,40532400,2840700.0,2562400.0
1596,972100,4584800.0,29202400,1763400.0,1549900.0
1597,826100,6004200.0,19338000,5331800.0,1770100.0
1598,878500,4808200.0,22932800,3989000.0,1312600.0
1599,1045800,8124100.0,26890400,6039300.0,1857300.0
1600,976200,30995000.0,28558400,8350900.0,2509400.0
1601,1099200,20823900.0,30340800,9789900.0,1322100.0
1602,1241900,17769500.0,28540400,5347100.0,1635700.0
1603,696700,7676300.0,25861600,4213500.0,2461700.0
1604,662600,16797600.0,21698000,2541200.0,1352400.0
1605,912400,11688200.0,18625600,3032700.0,1292600.0
1606,534400,10886300.0,34400000,2895300.0,1831800.0
1607,518700,10951000.0,32159200,2841400.0,1233400.0
1608,491900,31672600.0,67299200,4875500.0,1037500.0
1609,380400,23117700.0,55481600,3572800.0,980900.0
1610,895500,14314600.0,43540800,3630000.0,1126600.0
1611,577800,17543500.0,37044000,3731000.0,1364500.0
1612,549700,19850300.0,58147600,5716100.0,1002500.0
1613,425600,13462600.0,64453600,2276800.0,920700.0
1614,546900,13632300.0,47280400,3047200.0,1037300.0
1615,545100,16728900.0,59416800,2982400.0,1088900.0
1616,754700,10907500.0,58000800,2458600.0,1244800.0
1617,891400,14672000.0,61712000,2006300.0,946600.0
1618,1206100,15214600.0,57575600,3696400.0,1273500.0
1619,959800,14403900.0,32384800,2944300.0,1167800.0
1620,515600,12739300.0,38165600,2982400.0,1024100.0
1621,569400,12269200.0,28777200,2684800.0,1500200.0
1622,601900,8673800.0,41630800,4134100.0,1577000.0
1623,486400,11659500.0,32137600,5617200.0,1250500.0
1624,593900,10831800.0,24303200,3616500.0,1350100.0
1625,591500,43922800.0,30712400,2751900.0,1367500.0
1626,734200,12307700.0,80965600,5215800.0,1237400.0
1627,663100,11130600.0,96885600,5552500.0,1348300.0
1628,1062800,11289400.0,67238400,5574300.0,826100.0
1629,717300,10138600.0,58014400,5096600.0,1436700.0
1630,522000,8015500.0,33235600,3751400.0,951500.0
1631,379000,8836200.0,32092400,4668000.0,2251500.0
1632,523500,7594500.0,27836400,9565700.0,1562100.0
1633,821600,14046500.0,49543600,2348500.0,1248000.0
1634,597700,7806500.0,36763200,2007500.0,875000.0
1635,782100,4366900.0,32656800,1662500.0,1572600.0
1636,499900,10272300.0,48013600,2790200.0,835000.0
1637,735400,5807700.0,34276400,1214700.0,480900.0
1638,633000,6301400.0,44670800,1502000.0,1063800.0
1639,529800,6153000.0,41842800,1747800.0,746900.0
1640,689600,6729500.0,50330000,3073200.0,932900.0
1641,874700,3936700.0,29662400,1296400.0,575500.0
1642,1015500,6762000.0,32198400,1152600.0,740900.0
1643,609300,9196200.0,29070800,1547200.0,899000.0
1644,642100,10466700.0,38010000,2892400.0,1119900.0
1645,438600,10502400.0,55056400,4400700.0,1506700.0
1646,583800,4641500.0,68822400,1895800.0,1443100.0
1647,712400,5407200.0,74906000,1934800.0,1232500.0
1648,554000,4816100.0,43468700,1390800.0,902100.0
1649,419500,4077300.0,37101700,1605500.0,1249900.0
1650,348900,4362500.0,32382600,1755000.0,781200.0
1651,485700,3151300.0,19567200,1642100.0,1501300.0
1652,523900,6524100.0,20394300,1631000.0,1931300.0
1653,752600,12323800.0,24886300,2487100.0,1403800.0
1654,860900,4977600.0,20219100,4350000.0,7220300.0
1655,817300,3941200.0,19078100,3819400.0,2544000.0
1656,628200,3262400.0,18349700,2119700.0,2170000.0
1657,407400,3971300.0,21744400,1843800.0,2227300.0
1658,733200,9686300.0,30181100,2222700.0,3438800.0
1659,619700,9308900.0,23130900,2274300.0,1670100.0
1660,420300,4354500.0,21143500,1678000.0,1700800.0
1661,413200,4681600.0,17849700,2536000.0,1014000.0
1662,386900,16103400.0,14644300,2451500.0,1040800.0
1663,511200,8272900.0,17923800,2325100.0,2855500.0
1664,452100,6531500.0,18592500,11178600.0,3304600.0
1665,590400,3992400.0,15165200,9202400.0,1541100.0
1666,492400,4218800.0,18306300,6862200.0,860200.0
1667,788800,12998900.0,21087600,4018000.0,1452500.0
1668,775500,21772300.0,20458500,3233300.0,1330100.0
1669,361700,13036300.0,28591300,2631400.0,1515100.0
1670,541400,7561800.0,76655500,2589700.0,834000.0
1671,419000,5696800.0,67574100,3791500.0,2314300.0
1672,542700,9943800.0,57580700,2479500.0,1354400.0
1673,633600,12816900.0,29729900,1773200.0,887700.0
1674,408300,7444200.0,34770100,1871400.0,841800.0
1675,584500,5740900.0,23794000,2638600.0,1125800.0
1676,403100,5235600.0,30472200,1425100.0,1338800.0
1677,392200,9742800.0,26258000,3440300.0,1059300.0
1678,381300,4759400.0,25985000,2525100.0,1216700.0
1679,550000,4600500.0,20176700,2158500.0,811000.0
1680,351400,3728500.0,18783400,6152000.0,3946000.0
1681,695900,5449700.0,28053200,2633200.0,1187900.0
1682,509900,5911600.0,19810700,3617300.0,1865200.0
1683,399200,4387100.0,25443400,2584200.0,1043100.0
1684,655100,10906900.0,19685600,2115200.0,926100.0
1685,507200,17466000.0,24837600,3669900.0,1515100.0
1686,516900,7188100.0,29750000,3074200.0,1215300.0
1687,539300,7644000.0,19975500,2283400.0,814900.0
1688,438600,7501200.0,16653800,3564200.0,766500.0
