,SONY,RBLX,NVDA,U,SPOT
1689,407500,5055000.0,15603300,2468700.0,846100.0
1690,387700,5927400.0,29450300,12782500.0,1129800.0
1691,717700,5663100.0,34944000,4683400.0,1357500.0
1692,962400,5328100.0,20468800,2289800.0,884200.0
1693,832400,7989000.0,26872600,1994900.0,906600.0
1694,554200,4262600.0,24855500,7114500.0,942900.0
1695,863700,4962200.0,21765500,2575200.0,1102900.0
1696,631100,8049800.0,24521500,2633500.0,818800.0
1697,903300,6492600.0,34306900,4403300.0,1392300.0
1698,673000,5488500.0,21839400,2998400.0,1071100.0
1699,490200,6928600.0,22100900,2099000.0,1050200.0
1700,610600,3896000.0,24097800,1984300.0,898200.0
1701,887300,7651500.0,34563500,2490800.0,1145300.0
1702,513100,16184300.0,27928200,3541600.0,647900.0
1703,709800,6988900.0,29720200,2545400.0,1036800.0
1704,516200,6987200.0,25691900,2529600.0,661700.0
1705,651900,11768800.0,15125800,1833600.0,625100.0
1706,767600,5036700.0,16338800,1296300.0,647300.0
1707,555000,4368500.0,16213400,1689900.0,651400.0
1708,374700,5108300.0,18065200,1783500.0,1216100.0
1709,549300,4540800.0,24358900,1855600.0,858500.0
1710,576400,5094800.0,22699400,1954900.0,813300.0
1711,659100,3793400.0,18949400,3113500.0,763500.0
1712,551800,3666700.0,16147300,2630400.0,1056000.0
1713,369100,3565200.0,14627600,2217300.0,736700.0
1714,666300,10928400.0,18759000,1755200.0,1093500.0
1715,465600,5746400.0,24938400,2094200.0,988000.0
1716,719100,5674200.0,23023500,1396900.0,1009600.0
1717,633200,6833100.0,48589800,2520500.0,1672600.0
1718,586900,3668400.0,24599000,1584800.0,3958200.0
1719,864500,6321000.0,23420400,1254200.0,3414400.0
1720,765500,8722300.0,29250300,2411600.0,1604400.0
1721,1130100,6274200.0,26574000,2280900.0,2386000.0
1722,803100,4551300.0,29411200,2229700.0,1315100.0
1723,452500,4730900.0,23991000,1592400.0,1223700.0
1724,591000,6702200.0,115363100,2170000.0,1137000.0
1725,601000,6717100.0,85126000,1580500.0,1261100.0
1726,422700,16708400.0,50310100,6026700.0,2077200.0
1727,524700,93507300.0,64674600,9669600.0,1586200.0
1728,799500,43838100.0,63620600,14515800.0,1367900.0
1729,424400,27837100.0,33217200,7012700.0,1262800.0
1730,458700,36418600.0,41305400,6213100.0,1853700.0
1731,309200,24749500.0,38490900,7295500.0,1055200.0
1732,513400,53305900.0,26448400,8553200.0,1586900.0
1733,315900,44293300.0,42850800,5393100.0,1103300.0
1734,594800,59193300.0,78171100,8789000.0,1049600.0
1735,351800,38313200.0,53386700,6561900.0,799500.0
1736,467500,57760200.0,75433500,8370500.0,1346300.0
1737,751100,25930900.0,53216300,5811100.0,2356700.0
1738,444000,28221200.0,43516200,6009300.0,1552300.0
1739,340300,11288400.0,28306900,3218200.0,836900.0
1740,409300,17703000.0,45496400,8491200.0,1347600.0
1741,646400,37000900.0,62206600,6051900.0,1874200.0
1742,876100,35002100.0,48436800,9130000.0,1627300.0
1743,636700,18703700.0,47289000,6227700.0,1603200.0
1744,653700,15529200.0,54432500,7406800.0,1831000.0
1745,411600,15186900.0,65893800,4611700.0,1186000.0
1746,623400,14766600.0,59305300,5243000.0,1089400.0
1747,351300,18413300.0,47555100,4894800.0,1137700.0
1748,572600,13753600.0,48850700,7244000.0,1059900.0
1749,401800,11778200.0,48882500,3691200.0,838400.0
1750,488900,13091400.0,59834400,6532500.0,1188000.0
1751,348500,10989100.0,66703500,4542100.0,2137100.0
1752,819300,43177300.0,69829700,5035400.0,1557700.0
1753,780400,17835700.0,70736600,5255200.0,1130000.0
1754,610700,20705600.0,71375800,6060600.0,1697700.0
1755,512600,12550600.0,46184700,2979000.0,1120600.0
1756,836500,10005100.0,52438500,3515300.0,716600.0
1757,666600,12469700.0,39518400,2329300.0,972700.0
1758,514400,9023900.0,34302200,1846600.0,813000.0
1759,548200,16094500.0,40368600,2564500.0,963900.0
1760,415700,16707100.0,42059100,2082100.0,775200.0
1761,259100,10005100.0,34313900,1636000.0,1155700.0
1762,232200,10013300.0,30886400,1883100.0,941500.0
1763,275000,16934900.0,26653000,1490100.0,870600.0
1764,373700,16964300.0,39154700,2881400.0,1933300.0
1765,708700,23034600.0,52715400,5780400.0,1874400.0
1766,2594400,15510000.0,49806400,5179900.0,1345300.0
1767,1836500,17213300.0,45418600,5346000.0,1171900.0
1768,574800,25003600.0,40993900,3150600.0,907200.0
1769,1031200,19182100.0,59468100,4735000.0,1394000.0
1770,799200,13972200.0,40408900,3281200.0,1175400.0
1771,345600,14057900.0,38341300,3842500.0,1111600.0
1772,550500,20964300.0,54017100,4969100.0,985600.0
1773,444700,18642200.0,39583200,4719800.0,1665400.0
1774,3043100,23959200.0,42427000,5641500.0,1380200.0
1775,3961500,16892600.0,48831500,4158900.0,1659900.0
1776,1746900,16838300.0,43518100,3735100.0,2517800.0
1777,1753600,26043700.0,71895800,5467600.0,3150100.0
1778,1845900,33280600.0,91398200,7905100.0,3003600.0
1779,742400,20959500.0,66461600,4738100.0,2074400.0
1780,1024600,25741900.0,75595900,5991500.0,2654600.0
1781,1619900,33439600.0,57335300,5497600.0,2512900.0
1782,964900,30682200.0,54377400,6202200.0,2515500.0
1783,1878200,27942900.0,56468000,5114900.0,4882400.0
1784,1019100,33738200.0,51892500,4116600.0,2868500.0
1785,1571200,17257900.0,54341900,4491700.0,6687900.0
1786,1020000,32647600.0,41017800,7357700.0,14049300.0
1787,815200,16078300.0,35482900,14704600.0,5779200.0
1788,663300,17694100.0,37686800,6141600.0,4407100.0
1789,600000,13816200.0,41035900,2836200.0,3828200.0
1790,969400,27292500.0,52428200,4415500.0,4911100.0
1791,530900,28605700.0,51320000,5087600.0,2235700.0
1792,760700,21780400.0,60547200,4489200.0,2158300.0
1793,797500,26296100.0,44042400,3902400.0,1608000.0
1794,633100,50879500.0,69986900,3074700.0,1384500.0
1795,517600,94625800.0,73267600,2814700.0,1577100.0
1796,870800,53402200.0,81059500,3420700.0,2017800.0
1797,611600,51159600.0,76125500,3985800.0,2331000.0
1798,990000,38780300.0,63342200,3336100.0,1849300.0
1799,825300,20266900.0,56651100,3577100.0,1450100.0
1800,1086800,31971800.0,73580100,5873800.0,2352200.0
1801,636400,21783600.0,52886600,3069900.0,1674500.0
1802,709300,20385400.0,47731900,4102000.0,1883400.0
1803,639800,16097900.0,41205600,2017000.0,1404500.0
1804,488600,20016900.0,38964200,2888500.0,1462000.0
1805,539400,18977400.0,36509500,3408800.0,2393500.0
1806,553200,19359100.0,43141500,4265600.0,2383600.0
1807,760200,17648200.0,45082100,4400700.0,2320100.0
1808,941300,17363100.0,55746700,5557600.0,1858600.0
1809,873700,18344800.0,49274200,3666000.0,1521800.0
1810,817000,23528800.0,42806600,3402700.0,1978600.0
1811,512200,15212700.0,36720900,3207500.0,2027600.0
1812,747600,23358300.0,38535400,5088900.0,2185000.0
1813,826200,23447200.0,49199600,3729000.0,1496900.0
1814,860900,21427100.0,67142200,6148200.0,2297900.0
1815,462800,31971500.0,47194100,4501100.0,1977500.0
1816,465600,33933300.0,73071900,5513200.0,2575100.0
1817,609900,22342000.0,59172700,3879300.0,1930200.0
1818,573800,25528300.0,54700700,3810100.0,2535100.0
1819,419800,21607000.0,50212000,3224900.0,2102800.0
1820,550600,17030700.0,87737900,2406700.0,2310400.0
1821,779300,21109900.0,57901600,3132000.0,1161200.0
1822,709900,18599800.0,42549400,2321400.0,939700.0
1823,581000,20011200.0,48898400,3579200.0,1597200.0
1824,355000,20247000.0,46348700,2583100.0,1643100.0
1825,491300,13789500.0,52344000,2177200.0,1371800.0
1826,577500,15782200.0,51723500,2961900.0,1408800.0
1827,746500,17863100.0,39712000,3734900.0,2213800.0
1828,678100,16789600.0,43661500,3584000.0,1695400.0
1829,669000,18574200.0,70383300,3560100.0,2308400.0
1830,937500,29139000.0,55799200,3519800.0,1404300.0
1831,599100,18296500.0,52478100,2070300.0,1434100.0
1832,1156100,17180300.0,57520700,2925300.0,1416400.0
1833,1172500,18299000.0,66225800,2455300.0,1043200.0
1834,818800,17132500.0,51694300,2024500.0,1092500.0
1835,1330700,13482300.0,56909700,2582000.0,1304400.0
1836,841900,19366100.0,52570100,2008400.0,960900.0
1837,1074800,20957500.0,51278100,2041600.0,907000.0
1838,784700,37932100.0,46897400,3928100.0,5654800.0
1839,663000,22536700.0,65620900,3573900.0,4384300.0
1840,879700,18453300.0,62471300,3644800.0,2445000.0
1841,1100200,20815400.0,64156600,3553400.0,3044800.0
1842,1081200,24176700.0,65314300,3448800.0,4875400.0
1843,1091000,27858300.0,49946000,6097100.0,9175100.0
1844,736000,24732000.0,57032700,6358400.0,4117900.0
1845,644100,19191000.0,50043500,3956600.0,2981700.0
1846,622900,17155000.0,57204900,4113400.0,2698800.0
1847,541300,16264500.0,47575100,2598300.0,2004300.0
1848,446600,20852400.0,64885500,5641600.0,2479800.0
1849,673400,21665800.0,62633100,5452000.0,2449700.0
1850,825300,30794900.0,63329700,6230200.0,3018600.0
1851,1099800,28258400.0,64445500,7407300.0,2305500.0
1852,1159500,53591400.0,76147400,19656000.0,3158000.0
1853,1121000,105794300.0,67016700,50845700.0,2894500.0
1854,1698500,95005400.0,70872800,28077000.0,3096000.0
1855,884400,57201800.0,67043700,15784400.0,2479800.0
1856,546100,68469900.0,52144600,9918900.0,2077400.0
1857,562300,48152300.0,58583000,9280800.0,2874600.0
1858,1066600,42974700.0,54516100,12143700.0,1803100.0
1859,778500,45346800.0,62131000,11075600.0,1908400.0
1860,806100,42991900.0,73910500,8303700.0,1856300.0
1861,687200,30376000.0,63988900,5800700.0,2430100.0
1862,647500,35394300.0,58855000,12399300.0,3996400.0
1863,827900,28428000.0,78113200,6752000.0,2400500.0
1864,564100,19608100.0,99657500,6650500.0,2272700.0
1865,649400,22641500.0,73837900,6319900.0,2716300.0
1866,877400,44581300.0,66410000,12739300.0,1770400.0
1867,814300,23093100.0,54451400,5847100.0,1499100.0
1868,644300,31343300.0,64865600,8535400.0,1283500.0
1869,461800,24899800.0,59877900,6643400.0,1086900.0
1870,467900,19262000.0,42240600,8492900.0,2425000.0
1871,441700,17808800.0,38891400,4858800.0,2408300.0
1872,498300,26455400.0,36325200,5487000.0,4138400.0
1873,428900,18179100.0,39557400,8446400.0,2768300.0
1874,527900,25118100.0,46524800,11233300.0,2497300.0
1875,772600,26198800.0,60415300,8231200.0,2493000.0
1876,931000,18507500.0,46968000,6423100.0,2466700.0
1877,633600,39872500.0,56393600,8165400.0,2885400.0
1878,1178600,37915100.0,54574900,7588300.0,2165600.0
1879,828700,27819700.0,63033400,8409900.0,1776300.0
1880,709200,27383300.0,48308900,5901100.0,1568200.0
1881,580100,32828800.0,43713500,6690600.0,1482200.0
1882,550100,39179500.0,46368000,10624300.0,2197500.0
1883,909900,68215900.0,47215300,13246900.0,2563300.0
1884,467500,29741400.0,42796800,7783900.0,1639100.0
1885,668100,23948700.0,46114900,7164800.0,2539000.0
1886,535800,20325700.0,48235200,5227300.0,3052800.0
1887,681600,29942300.0,68607000,9152600.0,2399300.0
1888,559700,32754600.0,57761000,6230700.0,1987500.0
1889,789600,59571100.0,65139700,9572700.0,2555600.0
1890,667300,33629400.0,52906600,5530400.0,1591900.0
1891,650600,31467300.0,49290300,6277900.0,1544100.0
1892,521400,64027700.0,46797200,7229000.0,1433700.0
1893,485100,30345400.0,43732100,6098400.0,1744400.0
1894,415700,33116500.0,45848300,7366300.0,1137600.0
1895,500600,31184000.0,52191800,53179900.0,1443500.0
1896,501000,26820400.0,45623500,22091600.0,1335800.0
1897,461500,28323400.0,38593500,12986600.0,1608100.0
1898,623600,27096300.0,67051700,16326200.0,1576200.0
1899,544900,20644000.0,70236600,13287000.0,1964500.0
1900,461200,28015700.0,76053800,19243600.0,2075800.0
1901,366600,21827200.0,55704900,9056900.0,2381400.0
1902,423400,22493800.0,53667100,11440000.0,2046300.0
1903,599700,17454600.0,48074800,6357400.0,1595500.0
1904,319800,15668500.0,39786500,9748200.0,2752600.0
1905,509400,21235700.0,56977600,8581300.0,7373300.0
1906,539200,17714900.0,47464600,7159800.0,2637400.0
1907,1707200,16524700.0,43546000,6248600.0,1708100.0
1908,1683500,24181300.0,47646900,8424500.0,1684000.0
1909,1467300,20201300.0,48952700,10321900.0,1116100.0
1910,1524000,15025100.0,41814600,10010500.0,1698500.0
1911,1031200,14673000.0,40965200,8529200.0,1459200.0
1912,816400,21143700.0,38606800,14049600.0,1304100.0
1913,770900,21346300.0,98185900,11163200.0,998000.0
1914,604100,33978800.0,66826300,28136200.0,1090800.0
1915,611100,64849700.0,59742200,14932200.0,1369800.0
1916,683500,51720000.0,50932700,10704700.0,1985500.0
1917,386600,24482400.0,47809400,10225500.0,910200.0
1918,343000,17188100.0,45766600,11498600.0,1021700.0
1919,489700,26070400.0,45124000,6769500.0,872700.0
1920,642100,20183900.0,44679900,6243400.0,1411600.0
1921,352900,15175400.0,41544700,4087600.0,1102400.0
1922,599900,15983700.0,44158800,5930000.0,963400.0
1923,695600,14859600.0,40959300,7411500.0,1213700.0
1924,420300,14042300.0,36998600,4428200.0,895900.0
1925,425400,11233000.0,52266100,3748800.0,702000.0
1926,567400,12204500.0,77069100,6899300.0,860500.0
1927,907800,16646000.0,76912700,7567200.0,908500.0
1928,563800,14127200.0,49613200,4554000.0,966000.0
1929,459300,13348400.0,53018100,5835700.0,951600.0
1930,646800,11534000.0,57371000,4721000.0,1050400.0
1931,521200,14721100.0,117886500,6473600.0,1570600.0
1932,506600,12155700.0,74315700,5382900.0,1405300.0
1933,642100,16687200.0,53575100,6112700.0,962800.0
1934,843800,14116200.0,51265700,7683100.0,652300.0
1935,923000,16315700.0,62487300,13908100.0,857900.0
1936,510600,23394400.0,48661200,16513300.0,1616600.0
1937,505700,18639600.0,48415900,12961800.0,1407800.0
1938,588300,16857600.0,71495600,16524100.0,1729000.0
1939,516200,18469700.0,58850700,8719800.0,1210400.0
1940,778800,32722100.0,52362500,8342000.0,1336400.0
1941,645700,50198200.0,67075100,10441100.0,1348200.0
1942,588700,17794500.0,56968500,6975600.0,1714800.0
1943,630000,15256000.0,52481800,6699600.0,1323300.0
1944,658500,15884700.0,80767900,7303800.0,873500.0
1945,769400,14895500.0,75916200,6232500.0,1005100.0
1946,734400,15492500.0,66330900,6661600.0,1782100.0
1947,911500,25436700.0,54734300,5631400.0,1578400.0
1948,1033000,21989600.0,55385400,5742700.0,1268400.0
1949,1546500,15877100.0,54241400,5225000.0,1016900.0
1950,856700,14100200.0,53276300,7898200.0,1524700.0
1951,923900,12784200.0,56563800,4876100.0,1859000.0
1952,1746300,21713000.0,54747800,7203400.0,3551100.0
1953,1144500,18832000.0,58418200,7003000.0,2057000.0
1954,635000,14085200.0,50713100,5955500.0,1681900.0
1955,859600,15304500.0,64415700,5029600.0,1425200.0
1956,804500,20549600.0,67247800,6339800.0,1276300.0
1957,743200,12815100.0,69869900,6266000.0,1305100.0
1958,884900,21176500.0,66748200,8282600.0,1973700.0
1959,786700,24981200.0,49259000,6441900.0,4097000.0
1960,948400,28731600.0,85010300,9308700.0,2378200.0
1961,740900,14748400.0,71343200,6686200.0,1644600.0
1962,897500,71231000.0,58077400,8696800.0,1189100.0
1963,952400,34742000.0,65936200,6057600.0,1810900.0
1964,725200,16168300.0,52313100,6700400.0,1308100.0
1965,512400,16379000.0,65239800,6059200.0,1314300.0
1966,1009300,16932900.0,60949400,12215900.0,1737800.0
1967,926700,11460600.0,51745700,7266000.0,6219400.0
1968,837600,19444400.0,50548200,16791000.0,3226200.0
1969,718300,17120000.0,53295300,12306900.0,8005500.0
1970,571000,11431900.0,58311300,8781300.0,3597200.0
1971,731700,9221300.0,52104000,7759600.0,2460700.0
1972,1005900,10325500.0,48634100,6392900.0,1994700.0
1973,3487100,8403600.0,43281700,6278600.0,2690000.0
1974,2000500,10591000.0,67262800,9634300.0,3244400.0
1975,1256200,13460800.0,50006500,8433200.0,3530800.0
1976,1397600,16634900.0,61257600,19375400.0,2054900.0
1977,1856900,16341500.0,41006100,9121200.0,1520900.0
1978,1596600,15155600.0,59529200,13498100.0,1321500.0
1979,771000,46247300.0,45441400,19318100.0,1680900.0
1980,1401900,25224500.0,70081900,28405800.0,2078800.0
1981,1136400,21854500.0,65548700,29212900.0,1987100.0
1982,620400,13073100.0,52785200,19150000.0,1338400.0
1983,913200,16314300.0,54587600,23569300.0,1326200.0
1984,851400,13179300.0,64954700,21010500.0,953400.0
1985,608600,14114100.0,71089400,17962600.0,1941400.0
1986,371800,11037100.0,49207200,14910600.0,1601400.0
1987,720900,16315500.0,40473900,16356400.0,1392500.0
1988,625200,11601500.0,47286600,12088500.0,1614300.0
1989,659600,11847900.0,42724100,16886100.0,905600.0
1990,416900,4046800.0,16793400,6195200.0,602200.0
1991,1120300,12423300.0,30374100,14143300.0,1136700.0
1992,750500,11417500.0,29838400,18916300.0,1007000.0
1993,937800,15477400.0,56529800,19864000.0,1514800.0
1994,827800,15946100.0,47097700,14132500.0,1021500.0
1995,706200,15831100.0,37138900,13561400.0,1153900.0
1996,1048600,11567500.0,35225500,11922300.0,1171800.0
1997,718500,10188300.0,35269400,17017700.0,1647100.0
1998,480800,8244900.0,37238800,11068400.0,1279600.0
1999,1035000,8847300.0,51545600,12030000.0,1314700.0
2000,1016000,7860200.0,46533800,8699000.0,1529500.0
2001,894000,13501400.0,45732800,8231600.0,1413700.0
2002,776900,16276800.0,65658900,14875000.0,3865000.0
2003,657800,13499500.0,49688800,13721700.0,1186700.0
2004,625300,40121100.0,47854200,12475600.0,3261300.0
2005,618600,21720600.0,47823200,11837600.0,3499900.0
2006,994400,13155600.0,35403900,9774800.0,1292700.0
2007,785800,11905700.0,40326000,10721600.0,2010300.0
2008,627600,12505000.0,32502500,8462100.0,1509100.0
2009,684300,12842900.0,56504500,10156600.0,1646000.0
2010,617900,10774500.0,34932600,6692800.0,943900.0
2011,704100,11084000.0,46490200,7332600.0,1178600.0
2012,639100,9948900.0,35106600,6569200.0,1616300.0
2013,574500,11301200.0,35492300,6900500.0,979200.0
2014,413500,15840700.0,31027300,5373200.0,1255000.0
2015,660600,13439400.0,40127700,8864600.0,1286800.0
2016,596400,11799100.0,43132400,8643900.0,1842900.0
2017,541000,13696500.0,38916800,9451900.0,1557100.0
2018,896700,14429600.0,40482300,10585200.0,1185100.0
2019,918000,18246700.0,50423100,12416400.0,1376800.0
2020,796100,10156900.0,38410100,8656600.0,2044800.0
2021,721600,12662600.0,35328500,7829600.0,1631000.0
2022,1113100,10674800.0,55140900,11978000.0,1774400.0
2023,994400,10169400.0,44693500,7311800.0,2135100.0
2024,891000,33311200.0,51110200,8723100.0,1752100.0
2025,710300,17099900.0,43962400,12801100.0,2235400.0
2026,848600,20781200.0,45293200,9968000.0,2280800.0
2027,541000,14001000.0,56401600,9184200.0,2760900.0
2028,609800,9872500.0,65516300,15081400.0,4690800.0
2029,693100,5685800.0,49620400,8713300.0,1482200.0
2030,575700,9114100.0,44953700,11880400.0,2180400.0
2031,603900,9882700.0,48953500,13969100.0,1505300.0
2032,853800,13081300.0,54163300,14366600.0,1753500.0
2033,704600,8977700.0,48861100,9654200.0,2322800.0
2034,794100,9242900.0,49801700,10444100.0,9597000.0
2035,965400,11213100.0,66047700,13639400.0,4556500.0
2036,1614200,17277900.0,56427600,20368300.0,5198400.0
2037,1055300,14335400.0,42892500,13816100.0,2552100.0
2038,980100,7781500.0,45219700,10650800.0,3348300.0
2039,924200,8935300.0,66415000,12637800.0,2884800.0
2040,662600,8696200.0,55965100,13450800.0,1494800.0
2041,472900,10531700.0,52387600,22929700.0,1433600.0
2042,509000,10067900.0,55031100,13551500.0,3799900.0
2043,504700,8016600.0,47491900,10174400.0,1958500.0
2044,507300,11224500.0,67547400,11713300.0,1435100.0
2045,588500,50472200.0,42118800,15199500.0,1721700.0
2046,679900,22342500.0,41202600,9669800.0,1639600.0
2047,844700,22906600.0,46495700,7723500.0,1438700.0
2048,784100,16483300.0,40905300,11008900.0,1731100.0
