,datadate_full,tic,close,volume,low,high,open,datadate,macd,rsi,cci,adx
0,2014-12-31,NVDA,5.012499809265137,16630000.0,4.997499942779541,5.127500057220459,5.099999904632568,20141231,0.0020192341926765778,100.0,66.66666666664298,100.0
1,2014-12-31,SONY,20.469999313354492,846200.0,20.469999313354492,20.709999084472656,20.709999084472656,20141231,0.0,21.8953977430685,-61.07230459991635,29.883887225151902
2,2015-01-02,NVDA,5.03249979019165,11368000.0,4.952499866485596,5.070000171661377,5.03249979019165,20150102,-0.010905518615270893,21.8953977430685,-61.07230459991635,29.883887225151902
3,2015-01-02,SONY,20.559999465942383,1229900.0,20.43000030517578,20.690000534057617,20.469999313354492,20150102,-0.006730053237387068,22.480694019721454,-100.00000000000108,100.0
4,2015-01-05,NVDA,4.947500228881836,19795200.0,4.925000190734863,5.047500133514404,5.03249979019165,20150105,0.06795050106383727,82.76203417273224,98.88638902454956,69.28523814673349
5,2015-01-05,SONY,20.260000228881836,1083100.0,20.209999084472656,20.450000762939453,20.450000762939453,20150105,0.03798935771778034,82.43807695280697,166.666666666667,69.28523814673349
6,2015-01-06,NVDA,4.797500133514404,19776400.0,4.792500019073486,4.960000038146973,4.954999923706055,20150106,0.08117318308942245,72.91451148113396,48.23935162488697,63.27233085889
7,2015-01-06,SONY,20.25,2209100.0,20.149999618530273,20.579999923706055,20.459999084472656,20150106,0.07602811081974892,72.60179459535811,71.57683359784065,72.87706978575528
8,2015-01-07,NVDA,4.784999847412109,32180800.0,4.769999980926514,4.875,4.832499980926514,20150107,0.04407734578496658,52.10394028013605,-24.596796664734097,4.757690953748963
9,2015-01-07,SONY,21.530000686645508,2486300.0,21.469999313354492,21.700000762939453,21.59000015258789,20150107,0.0745704939309455,65.91059425309066,31.269856308750978,37.713607436796856
10,2015-01-08,NVDA,4.965000152587891,28378000.0,4.837500095367432,4.994999885559082,4.840000152587891,20150108,0.011312996982525192,50.99926737615307,-59.0550782317398,17.13925684617326
11,2015-01-08,SONY,21.559999465942383,1296500.0,21.469999313354492,21.6200008392334,21.530000686645508,20150108,0.03367772152472881,56.609392131396646,8.516070558242747,8.731732390784384
12,2015-01-09,NVDA,4.985000133514404,20954000.0,4.914999961853027,5.022500038146973,4.982500076293945,20150109,0.059997387874272334,67.41452614487898,139.84265740825086,30.366155365342568
13,2015-01-09,SONY,21.34000015258789,3013200.0,21.31999969482422,21.790000915527344,21.780000686645508,20150109,0.0030498438933008742,53.73561043716763,-21.749850813796485,6.05998210639176
14,2015-01-12,NVDA,4.922500133514404,19073200.0,4.877500057220459,5.0,4.997499942779541,20150112,0.1859232517622793,72.79513414578668,174.66015527991024,44.354674382578615
15,2015-01-12,SONY,21.360000610351562,1995900.0,21.239999771118164,21.420000076293945,21.3799991607666,20150112,0.11760771544014403,69.63025403652316,142.2699706162744,32.85208054679277
16,2015-01-13,NVDA,4.914999961853027,23672000.0,4.880000114440918,5.059999942779541,4.960000038146973,20150113,0.3349693110356675,72.32322737417505,152.31293061852804,39.99440845834654
17,2015-01-13,SONY,21.18000030517578,1777500.0,20.989999771118164,21.489999771118164,21.399999618530273,20150113,0.283367212010603,77.19714242310191,210.41924004938033,52.28546740870963
18,2015-01-14,NVDA,4.934999942779541,15526000.0,4.849999904632568,4.949999809265137,4.862500190734863,20150114,0.4458023725602196,75.02658097672939,142.21125244315735,47.90325677812578
19,2015-01-14,SONY,20.700000762939453,2420600.0,20.520000457763672,21.18000030517578,21.18000030517578,20150114,0.3962112110067473,74.47438466692124,171.5731461559329,49.588545480263576
20,2015-01-15,NVDA,4.900000095367432,18893200.0,4.897500038146973,5.0,4.96999979019165,20150115,0.46863480507063926,71.21236862068011,96.42661219636454,31.86912109364065
21,2015-01-15,SONY,20.93000030517578,2456900.0,20.899999618530273,21.260000228881836,21.239999771118164,20150115,0.4602502049658632,70.98308997949273,117.78337932472431,43.74854817734157
22,2015-01-16,NVDA,4.989999771118164,18151200.0,4.877500057220459,4.994999885559082,4.892499923706055,20150116,0.6472733330690161,81.44334546222882,212.14768948860575,62.84392306204866
23,2015-01-16,SONY,20.670000076293945,2586900.0,20.34000015258789,20.690000534057617,20.399999618530273,20150116,0.4736579623400736,71.56106479840281,95.93945771516725,32.366989752977645
24,2015-01-20,NVDA,5.005000114440918,14030800.0,4.942500114440918,5.052499771118164,5.025000095367432,20150120,0.9552747095345104,80.86840551505168,192.5591943499327,65.13640871871428
25,2015-01-20,SONY,20.81999969482422,1063300.0,20.65999984741211,20.920000076293945,20.90999984741211,20150120,0.8358369545968714,83.49130652638249,229.01327660293873,65.13640871871425
26,2015-01-21,NVDA,5.074999809265137,14478000.0,4.942500114440918,5.087500095367432,4.977499961853027,20150121,1.0051102629476603,73.73960024146615,137.2497723036038,46.60412944152079
27,2015-01-21,SONY,21.90999984741211,4272800.0,21.780000686645508,22.110000610351562,21.860000610351562,20150121,0.974794835137164,72.56710824061315,138.36754769987442,44.31416347518833
28,2015-01-22,NVDA,5.162499904632568,15971200.0,5.03249979019165,5.177499771118164,5.085000038146973,20150122,1.09306762255423,76.75319922349361,151.40126839210274,54.33041881725118
29,2015-01-22,SONY,22.170000076293945,1923700.0,21.969999313354492,22.229999542236328,21.989999771118164,20150122,1.0199581216017677,73.86452869176964,129.27705848568968,46.854446224835684
30,2015-01-23,NVDA,5.177499771118164,12041600.0,5.125,5.1875,5.167500019073486,20150123,1.1321308015794749,71.50441913705394,112.22746808840084,37.16696541105949
31,2015-01-23,SONY,22.600000381469727,2962800.0,22.420000076293945,22.8799991607666,22.510000228881836,20150123,1.1513998944769561,77.24268595517736,149.74798625817897,56.46787874379615
32,2015-01-26,NVDA,5.15500020980835,13324000.0,5.122499942779541,5.179999828338623,5.15500020980835,20150126,1.2070050690376597,70.82440783806466,114.31198914948882,48.23903131531357
33,2015-01-26,SONY,23.3700008392334,3593400.0,23.280000686645508,23.469999313354492,23.299999237060547,20150126,1.2091439387521987,75.34764630479576,137.8525478612582,48.23903131531356
34,2015-01-27,NVDA,4.90749979019165,35794800.0,4.897500038146973,5.079999923706055,5.074999809265137,20150127,1.133639049770224,68.54582767072186,87.19752055518144,43.10745425914037
35,2015-01-27,SONY,23.059999465942383,1649500.0,22.940000534057617,23.15999984741211,23.0,20150127,1.1831882870061037,70.08781487726262,98.82653257976561,43.10745425914036
36,2015-01-28,NVDA,4.827499866485596,27272800.0,4.824999809265137,4.987500190734863,4.96750020980835,20150128,1.1200399005367636,70.27457720800703,92.76833784024923,48.87409985806013
37,2015-01-28,SONY,23.459999084472656,3503900.0,23.440000534057617,23.90999984741211,23.889999389648438,20150128,1.1354592129117016,70.6106482986876,98.44757867612755,48.72421993698231
38,2015-01-29,NVDA,4.945000171661377,23534000.0,4.807499885559082,4.972499847412109,4.829999923706055,20150129,1.1368634426934854,72.02796522487245,102.43461781878077,54.843753681469686
39,2015-01-29,SONY,23.56999969482422,2570800.0,23.389999389648438,23.600000381469727,23.559999465942383,20150129,1.1286023323238368,71.50904336600568,99.19515306874892,52.16244304167629
40,2015-01-30,NVDA,4.800000190734863,29820000.0,4.792500019073486,4.96750020980835,4.909999847412109,20150130,1.0621489819519425,68.62754909972679,78.24042551367724,41.643880191641905
41,2015-01-30,SONY,23.290000915527344,2265800.0,23.270000457763672,23.600000381469727,23.420000076293945,20150130,1.1141941357104024,70.55859679256649,86.9299483724575,45.22643009271533
42,2015-02-02,NVDA,4.90500020980835,25960400.0,4.735000133514404,4.925000190734863,4.829999923706055,20150202,0.9775612300595782,69.35831312805219,80.51773711320584,41.35430684764644
43,2015-02-02,SONY,23.329999923706055,1627100.0,22.90999984741211,23.3700008392334,22.959999084472656,20150202,1.0138532135036478,68.81672955711963,74.81022383244866,39.121716862720284
44,2015-02-03,NVDA,5.027500152587891,18346800.0,4.914999961853027,5.03249979019165,4.940000057220459,20150203,0.8020857265804509,63.96205377388516,41.69675085693186,22.427376200000662
45,2015-02-03,SONY,23.389999389648438,2044200.0,23.139999389648438,23.399999618530273,23.149999618530273,20150203,0.8953464761999257,65.54817556388966,60.35000189403994,31.077234359572238
46,2015-02-04,NVDA,5.039999961853027,18151600.0,4.997499942779541,5.097499847412109,5.012499809265137,20150204,0.5718228246071924,60.67750164186053,16.273261214947194,14.076963197360993
47,2015-02-04,SONY,25.940000534057617,9220200.0,24.579999923706055,26.549999237060547,24.8799991607666,20150204,0.6654218526110469,59.609890405572024,9.90936714374759,11.423395107282296
48,2015-02-05,NVDA,5.122499942779541,14044800.0,5.039999961853027,5.125,5.045000076293945,20150205,0.41935979253100797,58.41085049896424,-14.433396301101798,6.110159562967164
49,2015-02-05,SONY,26.81999969482422,3566500.0,26.5,26.979999542236328,26.549999237060547,20150205,0.5146179115878695,61.79942520907587,27.813807292936147,17.875765773799774
50,2015-02-06,NVDA,5.099999904632568,21052400.0,5.077499866485596,5.177499771118164,5.117499828338623,20150206,0.24412977886960263,58.13747972628359,-11.244978699079239,12.755961978308505
51,2015-02-06,SONY,26.56999969482422,1929500.0,26.520000457763672,26.799999237060547,26.610000610351562,20150206,0.28200648131154793,54.40451090679011,-78.82653660539505,5.904578025799742
52,2015-02-09,NVDA,5.09499979019165,27394400.0,5.037499904632568,5.110000133514404,5.070000171661377,20150209,0.35260264325088286,61.4124500896019,75.95540643043465,24.77751073645173
53,2015-02-09,SONY,25.690000534057617,2391900.0,25.639999389648438,25.850000381469727,25.690000534057617,20150209,0.31845802484059504,62.7509426944798,99.56678442942014,25.111860011134183
