,datadate_full,tic,close,volume,low,high,open,datadate,macd,rsi,cci,adx
0,2015-12-31,AAPL,26.315000534057617,163649200.0,26.204999923706055,26.75749969482422,26.752500534057617,20151231,0.0,3.1901940728438944,-74.92877781867458,69.21189881036996
1,2015-12-31,CL=F,37.040000915527344,283623.0,36.220001220703125,37.790000915527344,36.810001373291016,20151231,-0.01982335675121405,3.1901940728438944,-74.92877781867458,69.21189881036996
2,2015-12-31,TSLA,16.000667572021484,40725000.0,15.891332626342773,16.229999542236328,15.900667190551758,20151231,0.0005047871516303815,100.0,-66.66666666666667,100.0
3,2016-01-04,AAPL,26.337499618530273,270597600.0,25.5,26.342500686645508,25.65250015258789,20160104,-0.04672576534850137,1.8100473927672311,-133.33333333333334,83.5427215512889
4,2016-01-04,CL=F,36.7599983215332,431985.0,36.33000183105469,38.38999938964844,37.599998474121094,20160104,-0.12887036523429174,6.569142551130241,-93.04111864924818,90.16813239588444
5,2016-01-04,TSLA,14.894000053405762,102406500.0,14.600000381469727,15.425333023071289,15.381333351135254,20160104,-0.10263975706983786,0.9299992742484164,-127.46669474825933,90.16813239588446
6,2016-01-05,AAPL,25.677499771118164,223164000.0,25.602500915527344,26.462499618530273,26.4375,20160105,-0.12569165464651277,20.90631761123791,-66.01597671989987,90.16813239588444
7,2016-01-05,CL=F,35.970001220703125,410131.0,35.7400016784668,37.099998474121094,36.900001525878906,20160105,-0.1201733832679075,25.02127253369906,-54.39607406111748,61.566016787763076
8,2016-01-05,TSLA,14.895333290100098,47802000.0,14.666666984558105,15.12600040435791,15.090666770935059,20160105,-0.10453664164221621,30.89769989264468,-29.43396670791582,54.23071181020903
9,2016-01-06,AAPL,25.174999237060547,273829600.0,24.967500686645508,25.592500686645508,25.139999389648438,20160106,-0.10208859159023476,35.533412434546136,-51.762158074978394,67.24970386491323
10,2016-01-06,CL=F,33.970001220703125,563811.0,33.77000045776367,36.38999938964844,36.18000030517578,20160106,-0.13695728899802972,29.71401914359913,-79.43377645111968,53.42146950105825
11,2016-01-06,TSLA,14.602666854858398,56686500.0,14.398667335510254,14.670000076293945,14.666666984558105,20160106,-0.11942067133003675,30.560059642295982,-90.98997003486727,68.46404003113055
12,2016-01-07,AAPL,24.112499237060547,324377600.0,24.107500076293945,25.032499313354492,24.670000076293945,20160107,-0.14631029827700814,30.266407470142042,-92.42455396076835,61.54378436279758
13,2016-01-07,CL=F,33.27000045776367,617409.0,32.099998474121094,34.2599983215332,34.09000015258789,20160107,-0.08973162018560998,46.54652664248035,26.601617748045815,20.289526649387003
14,2016-01-07,TSLA,14.376667022705078,53314500.0,14.244667053222656,14.562666893005371,14.279333114624023,20160107,-0.1585104849371355,29.366473096793584,-80.35632896868822,61.54378436279758
15,2016-01-08,AAPL,24.239999771118164,283192000.0,24.190000534057617,24.77750015258789,24.637500762939453,20160108,-0.06643633522415371,42.41898159557391,16.442688735084953,19.65086482021189
16,2016-01-08,CL=F,33.15999984741211,596496.0,32.63999938964844,34.34000015258789,33.29999923706055,20160108,-0.12165961458632069,33.54837500661371,-137.43319161122062,46.51895091373696
17,2016-01-08,TSLA,14.066666603088379,54421500.0,14.0513334274292,14.696000099182129,14.52400016784668,20160108,-0.03933690852537097,43.84976598108481,4.473128390205788,26.44920201576058
18,2016-01-11,AAPL,24.63249969482422,198957600.0,24.334999084472656,24.764999389648438,24.74250030517578,20160111,-0.17270072715397333,35.155440796310884,-144.21090077637345,49.4786911741539
19,2016-01-11,CL=F,31.40999984741211,648640.0,30.8799991607666,33.20000076293945,32.939998626708984,20160111,-0.1580284607607929,40.89125992148992,-69.45367648101958,27.150116907530986
20,2016-01-11,TSLA,13.856666564941406,61371000.0,13.533332824707031,14.296667098999023,14.267333030700684,20160111,-0.1569942133388409,42.17308112119537,-67.81367556917792,27.150116907530997
21,2016-01-12,AAPL,24.989999771118164,196616800.0,24.709999084472656,25.172500610351562,25.137500762939453,20160112,-0.18964585468508943,38.31005444721871,-98.0862561596028,31.77521851697981
22,2016-01-12,CL=F,30.440000534057617,627218.0,29.93000030517578,32.209999084472656,31.110000610351562,20160112,-0.16636487917864784,42.41482939684416,-53.658569013588874,21.989764945977978
23,2016-01-12,TSLA,13.998000144958496,46378500.0,13.687333106994629,14.249333381652832,14.106666564941406,20160112,-0.18015744000526368,41.945501003931405,-72.23851145251534,25.682657540049263
24,2016-01-13,AAPL,24.34749984741211,249758400.0,24.325000762939453,25.297500610351562,25.079999923706055,20160113,-0.19851426808273231,39.04498770054475,-90.57213256708415,28.832461377093043
25,2016-01-13,CL=F,30.479999542236328,637903.0,30.100000381469727,31.709999084472656,30.540000915527344,20160113,-0.20595469555384227,40.88247833570304,-80.67229752042026,29.613697942208027
26,2016-01-13,TSLA,13.354000091552734,61896000.0,13.333333015441895,14.176667213439941,14.133999824523926,20160113,-0.20383582478439877,40.908605547535046,-93.94849175705704,31.611198682689412
27,2016-01-14,AAPL,24.8799991607666,252680400.0,23.934999465942383,25.1200008392334,24.489999771118164,20160114,-0.21807721363334664,39.93287400437625,-79.11470289096744,26.118317583741486
28,2016-01-14,CL=F,31.200000762939453,537906.0,30.280000686645508,31.770000457763672,30.600000381469727,20160114,-0.24069868238876424,39.77909956140948,-99.03443058570642,33.20951742562875
