,AAPL,TSLA,CL=F
732,165549600.0,95374500.0,764010.0
733,184250000.0,61914000.0,831688.0
734,167080000.0,46210500.0,812721.0
735,158126000.0,84436500.0,796714.0
736,163210000.0,124597500.0,758010.0
737,165377200.0,126928500.0,738130.0
738,172393600.0,117637500.0,987266.0
739,169126400.0,172668000.0,987717.0
740,248104000.0,99202500.0,733225.0
741,189126800.0,94632000.0,665262.0
742,142510800.0,75405000.0,730810.0
743,127594400.0,110488500.0,733627.0
744,162814800.0,95064000.0,526839.0
745,177151600.0,115110000.0,211257.0
746,135366000.0,106500000.0,120101.0
747,196189200.0,124113000.0,817721.0
748,259092000.0,136078500.0,794130.0
749,382978400.0,120252000.0,694003.0
750,148676800.0,83398500.0,415859.0
751,234330000.0,122446500.0,698408.0
752,212468400.0,128626500.0,665590.0
753,169165600.0,149085000.0,564385.0
754,140014000.0,94534500.0,476970.0
755,148158800.0,174879000.0,850480.0
756,365248800.0,104478000.0,788718.0
757,234428400.0,110911500.0,817277.0
758,219111200.0,113268000.0,819939.0
759,164101200.0,105127500.0,765981.0
760,180396400.0,81493500.0,891922.0
761,143122800.0,90846000.0,821782.0
762,108092800.0,75586500.0,812339.0
763,129756800.0,78709500.0,791527.0
764,114843600.0,90849000.0,664183.0
765,122278800.0,70375500.0,694182.0
766,119284800.0,55150500.0,288560.0
767,135004000.0,362262000.0,193099.0
768,121576000.0,181000500.0,951158.0
769,92522400.0,187950000.0,702866.0
770,101766000.0,120183000.0,714415.0
771,134142000.0,108744000.0,593385.0
772,104768400.0,96349500.0,650667.0
773,166348800.0,69325500.0,660527.0
774,244439200.0,168754500.0,731312.0
775,162958400.0,188538000.0,718650.0
776,130672400.0,109251000.0,689566.0
777,125982000.0,110281500.0,622472.0
778,144406400.0,101142000.0,609756.0
779,112958400.0,75577500.0,606720.0
780,126966800.0,97809000.0,749010.0
781,95280000.0,87663000.0,621003.0
782,83973600.0,106945500.0,750242.0
783,89134000.0,82764000.0,708312.0
784,89960800.0,77124000.0,706552.0
785,87342800.0,78012000.0,623546.0
786,98507200.0,58573500.0,276907.0
787,75891200.0,62526000.0,153728.0
788,104457600.0,107131500.0,685111.0
789,68998800.0,133638000.0,546202.0
790,75652800.0,86109000.0,513439.0
791,87493600.0,99397500.0,723012.0
792,68280800.0,128737500.0,538919.0
793,111341600.0,167758500.0,577227.0
794,112861600.0,157810500.0,496678.0
795,103544800.0,343671000.0,684186.0
796,109744800.0,256452000.0,549396.0
797,78949600.0,281470500.0,538399.0
798,83241600.0,155032500.0,637677.0
799,99185600.0,141637500.0,628824.0
800,95997600.0,132294000.0,747358.0
801,128044000.0,110884500.0,597156.0
802,129870400.0,112561500.0,652798.0
803,124130000.0,102670500.0,610616.0
804,94318000.0,106551000.0,567604.0
805,156171600.0,221782500.0,507393.0
806,104879200.0,154215000.0,157241.0
807,126585600.0,177009000.0,114822.0
808,124140800.0,103623000.0,786342.0
809,204136800.0,89206500.0,655380.0
810,169630800.0,131184000.0,738840.0
811,175381200.0,153225000.0,705399.0
812,199202000.0,110263500.0,685988.0
813,119393600.0,131688000.0,732150.0
814,83121600.0,101611500.0,712209.0
815,94256000.0,89869500.0,705559.0
816,111448000.0,121656000.0,670808.0
817,91062800.0,82183500.0,793227.0
818,93087200.0,118791000.0,799672.0
819,76457200.0,355810500.0,684973.0
820,74106400.0,195574500.0,686862.0
821,103526800.0,156156000.0,895767.0
822,143072800.0,88560000.0,790677.0
823,86781200.0,105919500.0,722216.0
824,83603200.0,147538500.0,760504.0
825,111042800.0,101190000.0,625588.0
826,70146400.0,150579000.0,555858.0
827,102785600.0,109093500.0,547469.0
828,115627200.0,76897500.0,235376.0
829,96783200.0,88144500.0,148238.0
830,77758000.0,182206500.0,763527.0
831,93292000.0,164158500.0,700598.0
832,70162400.0,160912500.0,678386.0
833,74172800.0,327741000.0,603001.0
834,74596400.0,335410500.0,1000836.0
835,88818800.0,250717500.0,654076.0
836,186139600.0,141969000.0,750494.0
837,259309200.0,160566000.0,676872.0
838,127985200.0,272389500.0,914661.0
839,83569600.0,355602000.0,646866.0
840,129772400.0,162508500.0,768810.0
841,155054800.0,151971000.0,842810.0
842,105358000.0,92646000.0,791769.0
843,139634400.0,100671000.0,769583.0
844,164834800.0,105124500.0,786494.0
845,229722400.0,162522000.0,1003106.0
846,146118800.0,108786000.0,751668.0
847,106178800.0,109440000.0,723001.0
848,132125600.0,112249500.0,545679.0
849,131516400.0,266800500.0,215802.0
850,154449200.0,307893000.0,131888.0
851,113459200.0,270058500.0,641680.0
852,118994400.0,280278000.0,766728.0
853,146118800.0,398206500.0,1108052.0
854,94858800.0,212049000.0,758099.0
855,111792800.0,154693500.0,1020323.0
856,113924800.0,179529000.0,1124959.0
857,84873600.0,118897500.0,842281.0
858,108174400.0,156100500.0,1031488.0
859,161584400.0,195966000.0,984308.0
860,123872000.0,207112500.0,831625.0
861,119093600.0,202662000.0,943186.0
862,90105200.0,303633000.0,790067.0
863,122737600.0,240052500.0,828133.0
864,104883600.0,158775000.0,687146.0
865,107731600.0,174802500.0,642940.0
866,73012800.0,227962500.0,786105.0
867,86698400.0,122524500.0,945024.0
868,75046000.0,111501000.0,574229.0
869,58676400.0,184752000.0,397868.0
870,106204000.0,190737000.0,181640.0
871,84496800.0,98626500.0,122838.0
872,86056000.0,177952500.0,854514.0
873,191202400.0,123031500.0,676047.0
874,72881600.0,86262000.0,597164.0
875,84281200.0,92731500.0,673140.0
876,104270000.0,127608000.0,686817.0
877,83598800.0,95095500.0,531405.0
878,124442400.0,102771000.0,556101.0
879,109012000.0,123201000.0,674887.0
880,67740800.0,138885000.0,878938.0
881,45448000.0,213016500.0,600131.0
882,69062000.0,105985500.0,698015.0
883,101354400.0,88207500.0,540861.0
884,82312000.0,92862000.0,551872.0
885,71588400.0,137185500.0,690656.0
886,80767200.0,112716000.0,573019.0
887,70380800.0,138007500.0,469029.0
888,67789600.0,165001500.0,566818.0
889,67467200.0,122235000.0,712540.0
890,56430000.0,146470500.0,504432.0
891,74162400.0,71379000.0,215361.0
892,83717200.0,105726000.0,105217.0
893,89111600.0,102636000.0,619483.0
894,73420800.0,75346500.0,521876.0
895,59966400.0,166092000.0,745248.0
896,55638400.0,336274500.0,559282.0
897,70475600.0,150415500.0,476785.0
898,86693600.0,139099500.0,529742.0
899,135742800.0,121635000.0,547401.0
900,277125600.0,137673000.0,614001.0
901,216071600.0,123892500.0,886748.0
902,163448400.0,92047500.0,739810.0
903,209572000.0,105424500.0,823844.0
904,143299200.0,83463000.0,682794.0
905,133457600.0,71647500.0,1063214.0
906,108038000.0,79114500.0,724762.0
907,98478800.0,58473000.0,726386.0
908,89927600.0,69958500.0,611027.0
909,188874000.0,72721500.0,783486.0
910,146189600.0,143439000.0,718293.0
911,108909600.0,122394000.0,527866.0
912,110481600.0,76477500.0,168345.0
913,97654400.0,79644000.0,113571.0
914,107537200.0,61878000.0,659258.0
915,86141600.0,116914500.0,704035.0
916,89014800.0,98385000.0,621573.0
917,187272000.0,128079000.0,807151.0
918,104174400.0,75778500.0,679022.0
919,103493200.0,81243000.0,596624.0
920,63755200.0,48382500.0,674048.0
921,83962000.0,77692500.0,630760.0
922,84573600.0,139809000.0,708268.0
923,80092000.0,80311500.0,970804.0
924,76752400.0,86415000.0,682298.0
925,95654800.0,110929500.0,712466.0
926,77449200.0,62841000.0,714294.0
927,109237600.0,72040500.0,646993.0
928,127111600.0,73255500.0,755472.0
929,177158400.0,150642000.0,858772.0
930,128906800.0,128718000.0,845977.0
931,159053200.0,79696500.0,599470.0
932,84632400.0,70921500.0,1404916.0
933,73274800.0,57981000.0,993237.0
934,101360000.0,62553000.0,216961.0
935,88242400.0,71937000.0,112327.0
936,221652400.0,95295000.0,576019.0
937,76662000.0,65103000.0,526785.0
938,124763200.0,193372500.0,591529.0
939,87613600.0,141406500.0,563550.0
940,75334000.0,178267500.0,599653.0
941,101408000.0,166746000.0,712966.0
942,103909600.0,88197000.0,532522.0
943,139223200.0,92439000.0,589176.0
944,138449200.0,84471000.0,590306.0
945,114426000.0,226267500.0,642466.0
946,138478800.0,119925000.0,541104.0
947,122306000.0,120963000.0,549019.0
948,111820000.0,130173000.0,658324.0
949,74770400.0,103416000.0,632666.0
950,113013600.0,94249500.0,613944.0
951,166795600.0,127131000.0,467643.0
952,96427600.0,153075000.0,467643.0
953,87360000.0,96492000.0,511249.0
954,73903200.0,100261500.0,451643.0
955,67585200.0,71539500.0,418422.0
956,97433600.0,86247000.0,174477.0
957,87247200.0,75304500.0,95979.0
958,82293600.0,69012000.0,506573.0
959,75828800.0,78916500.0,620202.0
960,69275200.0,445813500.0,480764.0
961,73477200.0,450091500.0,445020.0
962,96572800.0,283054500.0,437020.0
963,142839600.0,190264500.0,521457.0
964,124522000.0,144627000.0,659328.0
965,139162000.0,76005000.0,677419.0
966,151125200.0,95758500.0,538117.0
967,103272000.0,131805000.0,580350.0
968,79897600.0,104151000.0,435319.0
969,75864400.0,119113500.0,623258.0
970,94940400.0,217009500.0,678165.0
971,69986400.0,91038000.0,636941.0
972,81821200.0,149800500.0,498981.0
973,87388800.0,110391000.0,586568.0
974,102734400.0,126301500.0,547635.0
975,89182800.0,96973500.0,516832.0
976,100206400.0,72135000.0,375993.0
977,86703200.0,66006000.0,159328.0
978,76167200.0,115872000.0,121214.0
979,106234400.0,100876500.0,674891.0
980,121395200.0,91650000.0,593533.0
981,65325200.0,253059000.0,508244.0
982,84020400.0,185092500.0,420642.0
983,105207600.0,119211000.0,443816.0
984,65235600.0,83334000.0,454256.0
985,46617600.0,36984000.0,718724.0
986,94487200.0,91117500.0,616423.0
987,114430400.0,98605500.0,560554.0
988,67181600.0,82995000.0,760541.0
989,74424400.0,55869000.0,649461.0
990,106075600.0,114186000.0,679609.0
991,128042400.0,135346500.0,511561.0
992,90420400.0,132424500.0,566822.0
993,78756800.0,103467000.0,589650.0
994,137310400.0,116458500.0,530851.0
995,133587600.0,98563500.0,512288.0
996,128186000.0,272613000.0,347395.0
997,114158400.0,127452000.0,163744.0
998,116028400.0,211815000.0,131071.0
999,98369200.0,271606500.0,426341.0
1000,275978000.0,221290500.0,552517.0
1001,98572000.0,199794000.0,314711.0
1002,48478800.0,120820500.0,204535.0
1003,93121200.0,159508500.0,265091.0
1004,146266000.0,149185500.0,351899.0
1005,144114400.0,188796000.0,427149.0
1006,100805600.0,154285500.0,494535.0
1007,135480400.0,142981500.0,486873.0
1008,146322800.0,266677500.0,885861.0
1009,118387200.0,151995000.0,724236.0
1010,108872000.0,268231500.0,582649.0
1011,132079200.0,467164500.0,1205710.0
1012,170108400.0,426606000.0,750933.0
1013,140644800.0,194392500.0,596186.0
1014,121532000.0,397764000.0,584002.0
1015,161954400.0,434943000.0,507714.0
1016,121923600.0,260532000.0,433169.0
1017,108829200.0,326050500.0,182871.0
1018,137816400.0,204436500.0,122561.0
1019,110843200.0,267052500.0,648335.0
1020,101832400.0,470535000.0,620119.0
1021,104472000.0,294765000.0,703995.0
1022,146537600.0,215304000.0,586195.0
1023,161940000.0,204121500.0,712880.0
1024,162234000.0,176827500.0,633963.0
1025,216229200.0,267022500.0,624979.0
1026,126743200.0,435085500.0,720123.0
1027,199588400.0,235789500.0,827907.0
1028,173788400.0,705975000.0,876044.0
1029,136616400.0,914082000.0,859357.0
1030,118826800.0,726357000.0,887946.0
1031,105425600.0,598212000.0,750659.0
1032,117684000.0,255952500.0,768345.0
1033,109348800.0,370338000.0,715894.0
1034,94323200.0,175462500.0,725733.0
1035,113730400.0,180337500.0,795256.0
1036,94747600.0,394339500.0,745400.0
1037,80113600.0,235405500.0,607343.0
1038,152531200.0,245725500.0,221774.0
1039,93984000.0,381345000.0,113683.0
1040,100566000.0,264523500.0,676179.0
1041,129554000.0,214722000.0,707555.0
1042,222195200.0,227883000.0,765515.0
1043,230673600.0,259357500.0,764989.0
1044,198054800.0,211282500.0,884482.0
1045,320605600.0,364158000.0,1011915.0
1046,426510000.0,363343500.0,1101659.0
1047,341397200.0,302925000.0,949471.0
1048,319475600.0,386760000.0,1011933.0
1049,219178400.0,225735000.0,745856.0
1050,187572800.0,162790500.0,704591.0
1051,226176800.0,189943500.0,1276180.0
1052,286744800.0,256105500.0,1774383.0
1053,285290000.0,233916000.0,1064632.0
1054,255598800.0,199837500.0,874646.0
1055,418474000.0,283636500.0,1025036.0
1056,370732000.0,339604500.0,743129.0
1057,322423600.0,307342500.0,698829.0
1058,324056000.0,359919000.0,545820.0
1059,300233600.0,356793000.0,309481.0
1060,271857200.0,452932500.0,136722.0
1061,401693200.0,424282500.0,1133808.0
1062,336752800.0,246817500.0,852951.0
1063,287531200.0,343428000.0,659697.0
1064,303602000.0,318340500.0,618725.0
1065,252087200.0,260710500.0,633877.0
1066,204216800.0,215661000.0,603124.0
1067,167976400.0,179971500.0,758711.0
1068,197002000.0,266572500.0,660082.0
1069,176218400.0,200298000.0,703286.0
1070,165934000.0,297876000.0,1095972.0
1071,129880000.0,338431500.0,1007577.0
1072,201820400.0,223527000.0,752710.0
1073,202887200.0,268797000.0,797707.0
1074,168895200.0,189840000.0,823554.0
1075,161834800.0,204750000.0,1122149.0
1076,131022800.0,337131000.0,775120.0
1077,194994800.0,458647500.0,785478.0
1078,131154400.0,353655000.0,544797.0
1079,157125200.0,309868500.0,350942.0
1080,215250000.0,196923000.0,240628.0
1081,130015200.0,221199000.0,247947.0
1082,180991600.0,303136500.0,2288230.0
1083,116862400.0,212482500.0,1235218.0
1084,124814400.0,198550500.0,833584.0
1085,126161200.0,198180000.0,600220.0
1086,117087600.0,310221000.0,623201.0
1087,112004800.0,228330000.0,897087.0
1088,137280800.0,243240000.0,554134.0
1089,183064000.0,427078500.0,545344.0
1090,240616800.0,487977000.0,403201.0
1091,133568000.0,288556500.0,311488.0
1092,147751200.0,254875500.0,387240.0
1093,142333600.0,166848000.0,381165.0
1094,115215200.0,172915500.0,310261.0
1095,133838400.0,241297500.0,205181.0
1096,145946400.0,247794000.0,179591.0
1097,162301200.0,238603500.0,212335.0
1098,200622400.0,285982500.0,150864.0
1099,158929200.0,205233000.0,160507.0
1100,166348400.0,157776000.0,108016.0
1101,135178400.0,174987000.0,89376.0
1102,101729600.0,144547500.0,430823.0
1103,111504800.0,109639500.0,406431.0
1104,102688800.0,183819000.0,372814.0
1105,81803200.0,149812500.0,429036.0
1106,125522000.0,121345500.0,466737.0
1107,112945200.0,173242500.0,415246.0
1108,133560800.0,108834000.0,440168.0
1109,153532400.0,176467500.0,443647.0
1110,80791200.0,224092500.0,385710.0
1111,87642800.0,203484000.0,343483.0
1112,104491200.0,119242500.0,494253.0
1113,87560400.0,133315500.0,307612.0
1114,137250400.0,117178500.0,396856.0
1115,95654400.0,212620500.0,416639.0
1116,147712400.0,170823000.0,396033.0
1117,166651600.0,278451000.0,385868.0
1118,201662400.0,238747500.0,513912.0
1119,200146000.0,251451000.0,406508.0
1120,138808800.0,235458000.0,387546.0
1121,165428800.0,210766500.0,366323.0
1122,114406400.0,148362000.0,239516.0
1123,96820400.0,146278500.0,113384.0
1124,264476000.0,130195500.0,64113.0
1125,135445200.0,95436000.0,315264.0
1126,212155600.0,95479500.0,368730.0
1127,192623200.0,164394000.0,499490.0
1128,137522400.0,138817500.0,451640.0
1129,205256800.0,132823500.0,356712.0
1130,130646000.0,135396000.0,343913.0
1131,140223200.0,253777500.0,370059.0
1132,110737200.0,199903500.0,407170.0
1133,114041600.0,258751500.0,347096.0
1134,118655600.0,308548500.0,373236.0
1135,112424400.0,322345500.0,256596.0
1136,117092000.0,244669500.0,286740.0
1137,125642800.0,175764000.0,367386.0
1138,90257200.0,350064000.0,393149.0
1139,191649200.0,584781000.0,370715.0
1140,170989200.0,351271500.0,426971.0
1141,153198000.0,245517000.0,352542.0
1142,110577600.0,214512000.0,200101.0
1143,92186800.0,139950000.0,88220.0
1144,90318000.0,256821000.0,60179.0
1145,103433200.0,241608000.0,389117.0
1146,89001600.0,212416500.0,333647.0
1147,197004400.0,364927500.0,389412.0
1148,185438800.0,290949000.0,353159.0
1149,121214000.0,240730500.0,377714.0
1150,103625600.0,237130500.0,276804.0
1151,90329200.0,141403500.0,295855.0
1152,158130000.0,114315000.0,487325.0
1153,374336800.0,183123000.0,318788.0
1154,308151200.0,132139500.0,338326.0
1155,173071600.0,126225000.0,451575.0
1156,121776800.0,74217000.0,491268.0
1157,202428800.0,89884500.0,359610.0
1158,198045600.0,133446000.0,398997.0
1159,212403600.0,112834500.0,367796.0
1160,187902400.0,129387000.0,432843.0
1161,165598000.0,327441000.0,397831.0
1162,210082000.0,306379500.0,329507.0
1163,165565200.0,188664000.0,310866.0
1164,119561600.0,303634500.0,208429.0
1165,105633600.0,247117500.0,111628.0
1166,145538000.0,183079500.0,81299.0
1167,126907200.0,309177000.0,377070.0
1168,338054800.0,322344000.0,345368.0
1169,345937600.0,300954000.0,294731.0
1170,211495600.0,159883500.0,330800.0
1171,163022400.0,213591000.0,262243.0
1172,155552400.0,355395000.0,320968.0
1173,187630000.0,301218000.0,272800.0
1174,225702700.0,355123200.0,236877.0
1175,151948100.0,269523300.0,285146.0
1176,200119000.0,288528300.0,421771.0
1177,257599600.0,262788300.0,417634.0
1178,332607200.0,330965700.0,444184.0
1179,231366600.0,346397100.0,720975.0
1180,176940500.0,238397400.0,455356.0
1181,182274400.0,254791800.0,367555.0
1182,180860300.0,182152500.0,363787.0
1183,140150100.0,249061800.0,347563.0
1184,184642000.0,291894600.0,348861.0
1185,154679000.0,216837900.0,367612.0
1186,178011000.0,230337600.0,280669.0
1187,287104900.0,259220400.0,85906.0
1188,195713800.0,328430400.0,66195.0
1189,183055400.0,238742400.0,287807.0
1190,150718700.0,285222600.0,318754.0
1191,167743300.0,289683300.0,269992.0
1192,149981400.0,201625500.0,229025.0
1193,137672400.0,149158800.0,226425.0
1194,99382200.0,150657900.0,379599.0
1195,142675200.0,144436800.0,340294.0
1196,116120400.0,152224500.0,443442.0
1197,144712000.0,214290000.0,391428.0
1198,106243800.0,134168400.0,378579.0
1199,161498200.0,147438900.0,400531.0
1200,96849000.0,129383100.0,433065.0
1201,83477200.0,121263300.0,409787.0
1202,100506900.0,86777100.0,331703.0
1203,240226800.0,116373300.0,322035.0
1204,262330500.0,103391100.0,375470.0
1205,150712000.0,143639100.0,328295.0
1206,112559200.0,107017200.0,248251.0
1207,115393800.0,98327700.0,96488.0
1208,120639300.0,108863400.0,75335.0
1209,124423700.0,94968900.0,360574.0
1210,89946000.0,97111500.0,366899.0
1211,101988000.0,119979600.0,307494.0
1212,82572600.0,101151000.0,268931.0
1213,111850700.0,84717600.0,360184.0
1214,92276800.0,68059500.0,339535.0
1215,143937800.0,76354200.0,489954.0
1216,146129200.0,67965900.0,568816.0
1217,190272600.0,127533900.0,388971.0
1218,122866900.0,87063300.0,489204.0
1219,107624400.0,103055100.0,410611.0
1220,138235500.0,96429300.0,437000.0
1221,126387100.0,85243500.0,298366.0
1222,114457900.0,65118000.0,411026.0
1223,154515300.0,104499000.0,622921.0
1224,138023400.0,90852600.0,457045.0
1225,112295000.0,52073100.0,443772.0
1226,103162300.0,59565300.0,401031.0
1227,81581900.0,59313300.0,338187.0
1228,91183000.0,80515800.0,378785.0
1229,74271000.0,183564900.0,243677.0
1230,76322100.0,234132000.0,107013.0
1231,74113000.0,187425900.0,88144.0
1232,73604300.0,98735700.0,276340.0
1233,127959300.0,150780900.0,300717.0
1234,113874200.0,160945500.0,418527.0
1235,76499200.0,146790600.0,417182.0
1236,46691300.0,112683300.0,365128.0
1237,169410200.0,189009300.0,370755.0
1238,127728200.0,120310500.0,314919.0
1239,89004200.0,143327100.0,368854.0
1240,78967600.0,127656000.0,350768.0
1241,78260400.0,88203900.0,335453.0
1242,86712000.0,168929100.0,348871.0
1243,82225500.0,192795000.0,332641.0
1244,115089200.0,213873600.0,434976.0
1245,81312200.0,201249600.0,447529.0
1246,86939800.0,139425000.0,367305.0
1247,79184500.0,156121800.0,403543.0
1248,157243700.0,135214500.0,311169.0
1249,98208600.0,126287400.0,275331.0
1250,94359800.0,168810300.0,96536.0
1251,192541500.0,666378600.0,83711.0
1252,121251600.0,174135900.0,478098.0
1253,168904800.0,155148000.0,295737.0
1254,88223700.0,99519000.0,344306.0
1255,54930100.0,68596800.0,167390.0
1256,124486200.0,96835800.0,238462.0
1257,121047300.0,68732400.0,213778.0
1258,96452100.0,128538000.0,266957.0
1259,99116600.0,148949700.0,181894.0
1260,143301900.0,145914600.0,528525.0
1261,97664900.0,96735600.0,643191.0
1262,155088000.0,134100000.0,509365.0
1263,109578200.0,154496700.0,369292.0
1264,105158200.0,225166500.0,499416.0
1265,100384500.0,177904800.0,394822.0
1266,91951100.0,138812100.0,400200.0
1267,88636800.0,99937500.0,429898.0
1268,90221800.0,93798900.0,390087.0
1269,111598500.0,116332800.0,165668.0
1270,90757300.0,76101000.0,125964.0
1271,104319500.0,76997700.0,400301.0
1272,120150900.0,61563300.0,352397.0
1273,114459400.0,60199500.0,437484.0
1274,157611700.0,123520200.0,349076.0
1275,98390600.0,69394800.0,314538.0
1276,140843800.0,82002000.0,442376.0
1277,142621100.0,79134000.0,411406.0
1278,177523800.0,104972400.0,410914.0
1279,106239800.0,76174200.0,416067.0
1280,83305400.0,73038600.0,463718.0
1281,89880900.0,55030500.0,448693.0
1282,84183100.0,47438100.0,381404.0
1283,75693800.0,55699800.0,400833.0
1284,71297200.0,60485100.0,399724.0
1285,76774200.0,45473100.0,514698.0
1286,73046600.0,108648300.0,457535.0
1287,64280000.0,64868400.0,380445.0
1288,60145100.0,71304900.0,480822.0
1289,80576300.0,59406900.0,602332.0
1290,97918500.0,77989500.0,335419.0
1291,96856700.0,53871300.0,132035.0
1292,87668800.0,56874900.0,102427.0
1293,103916400.0,111809100.0,505773.0
1294,158273000.0,199820700.0,570677.0
1295,111039900.0,110301000.0,489933.0
1296,148199500.0,117071700.0,510357.0
1297,164560400.0,123267600.0,472723.0
1298,116307900.0,81408600.0,456679.0
1299,102260900.0,71196600.0,464133.0
1300,112966300.0,90624000.0,465311.0
1301,178155000.0,197758500.0,694628.0
1302,153766600.0,268189500.0,573168.0
1303,154376600.0,155361000.0,533376.0
1304,129525800.0,202569900.0,554564.0
1305,111943300.0,181817100.0,498488.0
1306,103026500.0,108761700.0,441063.0
1307,88105100.0,100751400.0,321714.0
1308,92403800.0,88006800.0,378009.0
1309,115227900.0,96587100.0,317537.0
1310,111932600.0,121117500.0,254724.0
1311,121229700.0,99674400.0,143597.0
1312,185549500.0,128682000.0,84171.0
1313,111912300.0,118536600.0,404370.0
1314,95467100.0,91475700.0,712317.0
1315,88530500.0,101385600.0,566291.0
1316,98844700.0,117674700.0,580105.0
1317,94071200.0,101558400.0,471996.0
1318,80819200.0,85911000.0,449360.0
1319,85671900.0,118297200.0,388188.0
1320,118323800.0,100011900.0,414162.0
1321,75089100.0,105895200.0,605567.0
1322,88651200.0,125528400.0,438864.0
1323,80171300.0,84815400.0,457348.0
1324,83466700.0,78928200.0,475537.0
1325,88844600.0,71772900.0,419913.0
1326,106686700.0,64311300.0,351436.0
1327,91420000.0,87407100.0,410218.0
1328,91266500.0,133958400.0,349733.0
1329,87222800.0,147052200.0,419813.0
1330,89347100.0,83546700.0,243370.0
1331,84922400.0,83938500.0,87795.0
1332,94264200.0,119058600.0,74384.0
1333,94812300.0,106827000.0,476046.0
1334,68847100.0,93646500.0,431486.0
1335,84566500.0,106770900.0,344700.0
1336,78657500.0,85110000.0,345407.0
1337,66905100.0,93115500.0,366865.0
1338,66015800.0,88311000.0,361536.0
1339,107760100.0,66813000.0,387683.0
1340,151101000.0,86536200.0,384489.0
1341,109839500.0,122276100.0,400515.0
1342,75135100.0,81129300.0,285969.0
1343,137564700.0,89217900.0,370208.0
1344,84000900.0,65705700.0,460066.0
1345,78128300.0,83353800.0,389214.0
1346,78973300.0,70407600.0,431417.0
1347,88071200.0,94177200.0,448337.0
1348,126142800.0,139511700.0,514949.0
1349,112172300.0,101470800.0,508519.0
1350,105861300.0,132554700.0,547691.0
1351,81918000.0,100112700.0,383749.0
1352,74244600.0,97171200.0,268476.0
1353,63342900.0,110491800.0,167348.0
1354,92612000.0,118735200.0,101902.0
1355,76857100.0,92463300.0,524168.0
1356,79295400.0,78091800.0,530831.0
1357,63092900.0,103674300.0,466647.0
1358,72009500.0,84017700.0,497394.0
1359,56575900.0,85917900.0,376207.0
1360,94625600.0,79111800.0,337542.0
1361,71311100.0,68211000.0,390461.0
1362,67637100.0,54254700.0,570985.0
1363,59278900.0,69908400.0,332995.0
1364,76229200.0,90335700.0,351367.0
1365,75169300.0,72110700.0,326250.0
1366,71057600.0,67631100.0,365621.0
1367,74403800.0,78160200.0,441302.0
1368,56877900.0,49753800.0,410820.0
1369,71186400.0,71758800.0,492464.0
1370,53522400.0,48615900.0,563575.0
1371,96906500.0,61272000.0,319639.0
1372,62746300.0,53292300.0,336035.0
1373,91815000.0,66432300.0,426775.0
1374,96721700.0,68104200.0,373780.0
1375,108953300.0,73682700.0,139584.0
1376,79663300.0,74438100.0,123662.0
1377,74783600.0,57476700.0,498555.0
1378,60214200.0,93297600.0,429207.0
1379,68711000.0,137947200.0,334833.0
1380,70783700.0,97490100.0,364721.0
1381,62111300.0,64884600.0,354701.0
1382,64556100.0,52143900.0,321448.0
1383,63261400.0,56774700.0,383626.0
1384,52485800.0,55903500.0,615678.0
1385,78852600.0,81163500.0,377531.0
1386,108181800.0,69853500.0,714044.0
1387,104911600.0,56376000.0,607971.0
1388,105575500.0,68319900.0,529690.0
1389,99890800.0,54421500.0,422154.0
1390,76299700.0,77781000.0,397931.0
1391,100827100.0,62898300.0,444078.0
1392,127050800.0,64923600.0,528360.0
1393,106820300.0,60628800.0,368679.0
1394,93251400.0,49113000.0,133926.0
1395,121434600.0,63891300.0,82565.0
1396,96350000.0,46461300.0,561629.0
1397,74993500.0,41859900.0,503030.0
1398,77338200.0,45317100.0,435181.0
1399,71447400.0,43814700.0,274778.0
1400,72434100.0,76009800.0,395743.0
1401,104818600.0,98439900.0,333123.0
1402,118931200.0,48019800.0,318911.0
1403,56699500.0,91183800.0,294462.0
1404,70440600.0,88969200.0,303700.0
1405,62880000.0,100847400.0,448200.0
1406,64786600.0,64860900.0,509938.0
1407,56368300.0,51007800.0,582924.0
1408,46397700.0,38758800.0,416331.0
1409,54126800.0,46869000.0,537136.0
1410,48908700.0,44145900.0,598381.0
1411,69023100.0,40296900.0,452126.0
1412,48493500.0,29401800.0,513292.0
1413,72282600.0,52377300.0,352465.0
1414,59375000.0,50194500.0,272033.0
1415,103296000.0,68032200.0,334844.0
1416,92229700.0,71163900.0,235303.0
1417,86326000.0,61048200.0,121197.0
1418,86960300.0,42940500.0,88237.0
1419,60549600.0,44525700.0,365009.0
1420,60131800.0,60794700.0,397290.0
1421,48606400.0,39249300.0,335888.0
1422,58991300.0,37936800.0,353742.0
1423,48597200.0,39642900.0,344286.0
1424,55802400.0,41501400.0,326056.0
1425,90956700.0,55812600.0,360797.0
1426,86453100.0,62566200.0,325853.0
1427,80313700.0,39612900.0,399497.0
1428,71115500.0,38331900.0,403314.0
1429,57808700.0,45738300.0,313086.0
1430,82278300.0,60119400.0,481704.0
1431,74420200.0,56379000.0,389325.0
1432,57305700.0,42233100.0,556451.0
1433,140893200.0,45552600.0,411079.0
1434,102404300.0,68857500.0,390939.0
1435,109296300.0,55574700.0,414231.0
1436,83281300.0,46073100.0,418665.0
1437,68034100.0,41770200.0,298412.0
1438,129868800.0,84612600.0,119933.0
1439,123478900.0,74273100.0,75837.0
1440,75834000.0,48992100.0,393403.0
1441,76404300.0,45378900.0,381061.0
1442,64838200.0,35842500.0,403405.0
