Date,AAPL,TSLA,CL=F
2016-05-11,23.127500534057617,13.93066692352295,46.22999954223633
2016-05-12,22.584999084472656,13.8186674118042,46.70000076293945
2016-05-13,22.6299991607666,13.840666770935059,46.209999084472656
2016-05-16,23.469999313354492,13.88599967956543,47.720001220703125
2016-05-17,23.372499465942383,13.644000053405762,48.310001373291016
2016-05-18,23.639999389648438,14.07800006866455,48.189998626708984
2016-05-19,23.549999237060547,14.347332954406738,48.15999984741211
2016-05-20,23.80500030517578,14.685333251953125,47.75
2016-05-23,24.107500076293945,14.414667129516602,48.08000183105469
2016-05-24,24.475000381469727,14.52733325958252,48.619998931884766
2016-05-25,24.905000686645508,14.638667106628418,49.560001373291016
2016-05-26,25.102500915527344,15.008000373840332,49.47999954223633
2016-05-27,25.087499618530273,14.869333267211914,49.33000183105469
2016-05-31,24.96500015258789,14.881999969482422,49.099998474121094
2016-06-01,24.614999771118164,14.637332916259766,49.0099983215332
2016-06-02,24.43000030517578,14.597332954406738,49.16999816894531
2016-06-03,24.479999542236328,14.599332809448242,48.619998931884766
2016-06-06,24.657499313354492,14.711999893188477,49.689998626708984
2016-06-07,24.75749969482422,15.489333152770996,50.36000061035156
2016-06-08,24.735000610351562,15.701333045959473,51.22999954223633
2016-06-09,24.912500381469727,15.290666580200195,50.560001373291016
2016-06-10,24.707500457763672,14.586000442504883,49.06999969482422
2016-06-13,24.334999084472656,14.524666786193848,48.880001068115234
2016-06-14,24.364999771118164,14.330666542053223,48.4900016784668
2016-06-15,24.28499984741211,14.513333320617676,48.0099983215332
2016-06-16,24.387500762939453,14.528667449951172,46.209999084472656
2016-06-17,23.832500457763672,14.364666938781738,47.97999954223633
2016-06-20,23.774999618530273,14.646666526794434,49.369998931884766
2016-06-21,23.977500915527344,14.640666961669922,48.849998474121094
2016-06-22,23.887500762939453,13.11066722869873,49.130001068115234
2016-06-23,24.024999618530273,13.09333324432373,50.11000061035156
2016-06-24,23.350000381469727,12.876667022705078,47.63999938964844
2016-06-27,23.010000228881836,13.236666679382324,46.33000183105469
2016-06-28,23.397499084472656,13.452667236328125,47.849998474121094
2016-06-29,23.600000381469727,14.012666702270508,49.880001068115234
2016-06-30,23.899999618530273,14.152000427246094,48.33000183105469
2016-07-01,23.97249984741211,14.433333396911621,48.9900016784668
2016-07-05,23.747499465942383,14.26533317565918,46.599998474121094
2016-07-06,23.88249969482422,14.295999526977539,47.43000030517578
2016-07-07,23.985000610351562,14.395999908447266,45.13999938964844
2016-07-08,24.170000076293945,14.45199966430664,45.40999984741211
2016-07-11,24.2450008392334,14.985333442687988,44.7599983215332
2016-07-12,24.354999542236328,14.976667404174805,46.79999923706055
2016-07-13,24.217500686645508,14.835332870483398,44.75
2016-07-14,24.697500228881836,14.768667221069336,45.68000030517578
2016-07-15,24.69499969482422,14.69333267211914,45.95000076293945
2016-07-18,24.957500457763672,15.083333015441895,45.2400016784668
2016-07-19,24.967500686645508,15.017333030700684,44.650001525878906
2016-07-20,24.989999771118164,15.223999977111816,44.939998626708984
2016-07-21,24.857500076293945,14.699999809265137,44.75
2016-07-22,24.665000915527344,14.817999839782715,44.189998626708984
2016-07-25,24.334999084472656,15.333999633789062,43.130001068115234
2016-07-26,24.167499542236328,15.300666809082031,42.91999816894531
2016-07-27,25.737499237060547,15.232666969299316,41.91999816894531
2016-07-28,26.084999084472656,15.37399959564209,41.13999938964844
2016-07-29,26.052499771118164,15.652667045593262,41.599998474121094
2016-08-01,26.512500762939453,15.333999633789062,40.060001373291016
2016-08-02,26.1200008392334,15.146666526794434,39.5099983215332
2016-08-03,26.447500228881836,15.052666664123535,40.83000183105469
2016-08-04,26.467500686645508,15.37399959564209,41.93000030517578
2016-08-05,26.8700008392334,15.335332870483398,41.79999923706055
2016-08-08,27.092500686645508,15.077333450317383,43.02000045776367
2016-08-09,27.202499389648438,15.272000312805176,42.77000045776367
2016-08-10,27.0,15.043333053588867,41.709999084472656
2016-08-11,26.982500076293945,14.994000434875488,43.4900016784668
2016-08-12,27.045000076293945,15.040666580200195,44.4900016784668
2016-08-15,27.3700008392334,15.03933334350586,45.7400016784668
2016-08-16,27.344999313354492,14.907333374023438,46.58000183105469
2016-08-17,27.30500030517578,14.88266658782959,46.790000915527344
2016-08-18,27.270000457763672,14.900667190551758,48.220001220703125
2016-08-19,27.34000015258789,15.0,48.52000045776367
2016-08-22,27.127500534057617,14.862000465393066,47.04999923706055
2016-08-23,27.212499618530273,14.989333152770996,48.099998474121094
2016-08-24,27.00749969482422,14.841333389282227,46.77000045776367
2016-08-25,26.892499923706055,14.730667114257812,47.33000183105469
2016-08-26,26.735000610351562,14.666000366210938,47.63999938964844
2016-08-29,26.704999923706055,14.346667289733887,46.97999954223633
2016-08-30,26.5,14.089332580566406,46.349998474121094
2016-08-31,26.524999618530273,14.133999824523926,44.70000076293945
2016-09-01,26.6825008392334,13.38466739654541,43.15999984741211
2016-09-02,26.9325008392334,13.185333251953125,44.439998626708984
2016-09-06,26.924999237060547,13.522000312805176,44.83000183105469
2016-09-07,27.09000015258789,13.447333335876465,45.5
2016-09-08,26.3799991607666,13.157333374023438,47.619998931884766
2016-09-09,25.782499313354492,12.964667320251465,45.880001068115234
2016-09-12,26.360000610351562,13.220000267028809,46.290000915527344
2016-09-13,26.987499237060547,13.069999694824219,44.900001525878906
2016-09-14,27.9424991607666,13.093999862670898,43.58000183105469
2016-09-15,28.892499923706055,13.361332893371582,43.90999984741211
2016-09-16,28.729999542236328,13.69333267211914,43.029998779296875
2016-09-19,28.395000457763672,13.755999565124512,43.29999923706055
2016-09-20,28.392499923706055,13.642666816711426,43.439998626708984
2016-09-21,28.387500762939453,13.6813325881958,45.34000015258789
2016-09-22,28.655000686645508,13.76200008392334,46.31999969482422
2016-09-23,28.177499771118164,13.829999923706055,44.47999954223633
2016-09-26,28.219999313354492,13.932666778564453,45.93000030517578
2016-09-27,28.272499084472656,13.720666885375977,44.66999816894531
2016-09-28,28.487499237060547,13.751333236694336,47.04999923706055
2016-09-29,28.045000076293945,13.380000114440918,47.83000183105469
2016-09-30,28.262500762939453,13.60200023651123,48.2400016784668
2016-10-03,28.1299991607666,14.24666690826416,48.810001373291016
2016-10-04,28.25,14.093999862670898,48.689998626708984
2016-10-05,28.262500762939453,13.897333145141602,49.83000183105469
2016-10-06,28.47249984741211,13.399999618530273,50.439998626708984
2016-10-07,28.514999389648438,13.107333183288574,49.810001373291016
2016-10-10,29.012500762939453,13.396666526794434,
2016-10-11,29.075000762939453,13.34000015258789,50.790000915527344
2016-10-12,29.334999084472656,13.434000015258789,50.18000030517578
2016-10-13,29.2450008392334,13.349332809448242,50.439998626708984
2016-10-14,29.407499313354492,13.100666999816895,50.349998474121094
2016-10-17,29.387500762939453,12.93066692352295,49.939998626708984
2016-10-18,29.36750030517578,13.273332595825195,50.290000915527344
2016-10-19,29.280000686645508,13.570667266845703,51.599998474121094
2016-10-20,29.264999389648438,13.273332595825195,50.43000030517578
2016-10-21,29.149999618530273,13.339332580566406,50.849998474121094
2016-10-24,29.412500381469727,13.517333030700684,50.52000045776367
2016-10-25,29.5625,13.489333152770996,49.959999084472656
2016-10-26,28.897499084472656,13.482666969299316,49.18000030517578
2016-10-27,28.6200008392334,13.600666999816895,49.720001220703125
2016-10-28,28.43000030517578,13.33133316040039,48.70000076293945
2016-10-31,28.385000228881836,13.182000160217285,46.86000061035156
2016-11-01,27.872499465942383,12.719332695007324,46.66999816894531
2016-11-02,27.897499084472656,12.534667015075684,45.34000015258789
2016-11-03,27.457500457763672,12.494667053222656,44.65999984741211
2016-11-04,27.209999084472656,12.704000473022461,44.06999969482422
2016-11-07,27.602500915527344,12.880666732788086,44.88999938964844
2016-11-08,27.764999389648438,12.996000289916992,44.97999954223633
2016-11-09,27.719999313354492,12.670666694641113,45.27000045776367
2016-11-10,26.947500228881836,12.356666564941406,44.65999984741211
2016-11-11,27.107500076293945,12.570667266845703,
2016-11-14,26.427499771118164,12.096667289733887,43.31999969482422
2016-11-15,26.77750015258789,12.251333236694336,45.810001373291016
2016-11-16,27.497499465942383,12.26200008392334,45.56999969482422
2016-11-17,27.487499237060547,12.577333450317383,45.41999816894531
2016-11-18,27.514999389648438,12.334667205810547,45.689998626708984
2016-11-21,27.9325008392334,12.3013334274292,47.4900016784668
2016-11-22,27.950000762939453,12.744667053222656,48.029998779296875
2016-11-23,27.8075008392334,12.87600040435791,47.959999084472656
2016-11-25,27.947500228881836,13.109999656677246,46.060001373291016
2016-11-28,27.892499923706055,13.074666976928711,47.08000183105469
2016-11-29,27.864999771118164,12.637999534606934,45.22999954223633
2016-11-30,27.6299991607666,12.626667022705078,49.439998626708984
2016-12-01,27.372499465942383,12.125332832336426,51.060001373291016
2016-12-02,27.475000381469727,12.097999572753906,51.68000030517578
2016-12-05,27.27750015258789,12.453332901000977,51.790000915527344
2016-12-06,27.487499237060547,12.390000343322754,50.93000030517578
2016-12-07,27.75749969482422,12.876667022705078,49.77000045776367
2016-12-08,28.030000686645508,12.81933307647705,50.84000015258789
2016-12-09,28.487499237060547,12.812000274658203,51.5
2016-12-12,28.325000762939453,12.828666687011719,52.83000183105469
2016-12-13,28.797500610351562,13.210000038146973,52.97999954223633
2016-12-14,28.797500610351562,13.246000289916992,51.040000915527344
2016-12-15,28.954999923706055,13.17199993133545,50.900001525878906
2016-12-16,28.99250030517578,13.499333381652832,51.900001525878906
2016-12-19,29.15999984741211,13.51533317565918,52.119998931884766
2016-12-20,29.237499237060547,13.919333457946777,52.22999954223633
2016-12-21,29.264999389648438,13.846667289733887,52.4900016784668
2016-12-22,29.072500228881836,13.896666526794434,52.95000076293945
2016-12-23,29.1299991607666,14.22266674041748,53.02000045776367
2016-12-27,29.315000534057617,14.635333061218262,53.900001525878906
2016-12-28,29.190000534057617,14.649333000183105,54.060001373291016
2016-12-29,29.1825008392334,14.312000274658203,53.77000045776367
2016-12-30,28.954999923706055,14.246000289916992,53.720001220703125
2017-01-03,29.037500381469727,14.465999603271484,52.33000183105469
2017-01-04,29.0049991607666,15.13266658782959,53.2599983215332
2017-01-05,29.15250015258789,15.116666793823242,53.7599983215332
2017-01-06,29.477500915527344,15.267333030700684,53.9900016784668
2017-01-09,29.747499465942383,15.41866683959961,51.959999084472656
2017-01-10,29.77750015258789,15.324666976928711,50.81999969482422
2017-01-11,29.9375,15.315333366394043,52.25
2017-01-12,29.8125,15.305999755859375,53.0099983215332
2017-01-13,29.760000228881836,15.850000381469727,52.369998931884766
2017-01-17,30.0,15.70533275604248,52.47999954223633
2017-01-18,29.997499465942383,15.890666961669922,51.08000183105469
2017-01-19,29.94499969482422,16.250667572021484,51.369998931884766
2017-01-20,30.0,16.315332412719727,52.41999816894531
2017-01-23,30.020000457763672,16.594667434692383,52.75
2017-01-24,29.99250030517578,16.974000930786133,53.18000030517578
2017-01-25,30.469999313354492,16.96466636657715,52.75
2017-01-26,30.485000610351562,16.833999633789062,53.779998779296875
2017-01-27,30.487499237060547,16.863332748413086,53.16999816894531
2017-01-30,30.407499313354492,16.708667755126953,52.630001068115234
2017-01-31,30.337499618530273,16.795333862304688,52.810001373291016
2017-02-01,32.1875,16.615999221801758,53.880001068115234
2017-02-02,32.13249969482422,16.770000457763672,53.540000915527344
2017-02-03,32.27000045776367,16.755332946777344,53.83000183105469
2017-02-06,32.5724983215332,17.184667587280273,53.0099983215332
2017-02-07,32.88249969482422,17.165332794189453,52.16999816894531
2017-02-08,33.0099983215332,17.472000122070312,52.34000015258789
2017-02-09,33.10499954223633,17.946666717529297,53.0
2017-02-10,33.029998779296875,17.948667526245117,53.86000061035156
2017-02-13,33.3224983215332,18.706666946411133,52.93000030517578
2017-02-14,33.755001068115234,18.73200035095215,53.20000076293945
2017-02-15,33.877498626708984,18.650667190551758,53.11000061035156
2017-02-16,33.837501525878906,17.93000030517578,53.36000061035156
2017-02-17,33.93000030517578,18.148666381835938,53.400001525878906
2017-02-21,34.17499923706055,18.492666244506836,54.060001373291016
2017-02-22,34.27750015258789,18.233999252319336,53.59000015258789
2017-02-23,34.13249969482422,17.06599998474121,54.45000076293945
2017-02-24,34.165000915527344,17.133333206176758,53.9900016784668
2017-02-27,34.23249816894531,16.415332794189453,54.04999923706055
2017-02-28,34.247501373291016,16.666000366210938,54.0099983215332
2017-03-01,34.9474983215332,16.667999267578125,53.83000183105469
2017-03-02,34.7400016784668,16.698667526245117,52.61000061035156
2017-03-03,34.94499969482422,16.771333694458008,53.33000183105469
2017-03-06,34.834999084472656,16.747333526611328,53.20000076293945
2017-03-07,34.880001068115234,16.57266616821289,53.13999938964844
2017-03-08,34.75,16.45800018310547,50.279998779296875
2017-03-09,34.66999816894531,16.32666778564453,49.279998779296875
2017-03-10,34.78499984741211,16.246000289916992,48.4900016784668
2017-03-13,34.79999923706055,16.411333084106445,48.400001525878906
2017-03-14,34.747501373291016,17.200000762939453,47.720001220703125
2017-03-15,35.1150016784668,17.048667907714844,48.86000061035156
2017-03-16,35.17250061035156,17.469999313354492,48.75
2017-03-17,34.997501373291016,17.433332443237305,48.779998779296875
2017-03-20,35.3650016784668,17.461332321166992,48.220001220703125
2017-03-21,34.959999084472656,16.711999893188477,47.34000015258789
2017-03-22,35.35499954223633,17.000667572021484,48.040000915527344
2017-03-23,35.22999954223633,16.985332489013672,47.70000076293945
2017-03-24,35.15999984741211,17.54400062561035,47.970001220703125
2017-03-27,35.220001220703125,18.014667510986328,47.72999954223633
2017-03-28,35.95000076293945,18.496667861938477,48.369998931884766
2017-03-29,36.029998779296875,18.492000579833984,49.5099983215332
2017-03-30,35.98249816894531,18.527999877929688,50.349998474121094
2017-03-31,35.915000915527344,18.553333282470703,50.599998474121094
2017-04-03,35.92499923706055,19.90133285522461,50.2400016784668
2017-04-04,36.192501068115234,20.246667861938477,51.029998779296875
2017-04-05,36.005001068115234,19.666667938232422,51.150001525878906
2017-04-06,35.915000915527344,19.913333892822266,51.70000076293945
2017-04-07,35.834999084472656,20.16933250427246,52.2400016784668
2017-04-10,35.79249954223633,20.826000213623047,53.08000183105469
2017-04-11,35.407501220703125,20.58066749572754,53.400001525878906
2017-04-12,35.45000076293945,19.78933334350586,53.11000061035156
2017-04-13,35.26250076293945,20.266666412353516,53.18000030517578
2017-04-17,35.45750045776367,20.09600067138672,52.650001525878906
2017-04-18,35.29999923706055,20.016666412353516,52.40999984741211
2017-04-19,35.16999816894531,20.368000030517578,50.439998626708984
2017-04-20,35.61000061035156,20.167333602905273,50.27000045776367
2017-04-21,35.567501068115234,20.373332977294922,49.619998931884766
2017-04-24,35.90999984741211,20.53533363342285,49.22999954223633
2017-04-25,36.13249969482422,20.91933250427246,49.560001373291016
2017-04-26,35.91999816894531,20.67799949645996,49.619998931884766
2017-04-27,35.9474983215332,20.575332641601562,48.970001220703125
2017-04-28,35.912498474121094,20.937999725341797,49.33000183105469
2017-05-01,36.64500045776367,21.52199935913086,48.84000015258789
2017-05-02,36.877498626708984,21.25933265686035,47.65999984741211
2017-05-03,36.76499938964844,20.73466682434082,47.81999969482422
2017-05-04,36.63249969482422,19.69733238220215,45.52000045776367
2017-05-05,37.2400016784668,20.55666732788086,46.220001220703125
2017-05-08,38.252498626708984,20.479333877563477,46.43000030517578
2017-05-09,38.497501373291016,21.417333602905273,45.880001068115234
2017-05-10,38.314998626708984,21.681333541870117,47.33000183105469
2017-05-11,38.48749923706055,21.540000915527344,47.83000183105469
2017-05-12,39.025001525878906,21.65399932861328,47.84000015258789
2017-05-15,38.92499923706055,21.058666229248047,48.849998474121094
2017-05-16,38.86750030517578,21.134000778198242,48.65999984741211
2017-05-17,37.5625,20.407333374023438,49.06999969482422
2017-05-18,38.1349983215332,20.87066650390625,49.349998474121094
2017-05-19,38.26499938964844,20.722000122070312,50.33000183105469
2017-05-22,38.497501373291016,20.690000534057617,50.72999954223633
2017-05-23,38.45000076293945,20.257333755493164,51.470001220703125
2017-05-24,38.334999084472656,20.681333541870117,51.36000061035156
2017-05-25,38.467498779296875,21.121999740600586,48.900001525878906
2017-05-26,38.40250015258789,21.676000595092773,49.79999923706055
2017-05-30,38.41749954223633,22.34000015258789,49.65999984741211
2017-05-31,38.189998626708984,22.733999252319336,48.31999969482422
2017-06-01,38.29499816894531,22.691333770751953,48.36000061035156
2017-06-02,38.86249923706055,22.656667709350586,47.65999984741211
2017-06-05,38.48249816894531,23.154666900634766,47.400001525878906
2017-06-06,38.61249923706055,23.523332595825195,48.189998626708984
2017-06-07,38.842498779296875,23.976667404174805,45.720001220703125
2017-06-08,38.747501373291016,24.666667938232422,45.63999938964844
2017-06-09,37.244998931884766,23.821332931518555,45.83000183105469
2017-06-12,36.35499954223633,23.93400001525879,46.08000183105469
2017-06-13,36.647499084472656,25.06333351135254,46.459999084472656
2017-06-14,36.290000915527344,25.37733268737793,44.72999954223633
2017-06-15,36.0724983215332,25.022666931152344,44.459999084472656
2017-06-16,35.567501068115234,24.760000228881836,44.7400016784668
2017-06-19,36.584999084472656,24.65333366394043,44.20000076293945
2017-06-20,36.252498626708984,24.81599998474121,43.22999954223633
2017-06-21,36.467498779296875,25.093332290649414,42.529998779296875
2017-06-22,36.407501220703125,25.507333755493164,42.7400016784668
2017-06-23,36.56999969482422,25.56333351135254,43.0099983215332
2017-06-26,36.45500183105469,25.166000366210938,43.380001068115234
2017-06-27,35.932498931884766,24.158000946044922,44.2400016784668
2017-06-28,36.45750045776367,24.749332427978516,44.7400016784668
2017-06-29,35.91999816894531,24.049999237060547,44.93000030517578
2017-06-30,36.005001068115234,24.107332229614258,46.040000915527344
2017-07-03,35.875,23.507999420166016,47.06999969482422
2017-07-05,36.022499084472656,21.805999755859375,45.130001068115234
2017-07-06,35.682498931884766,20.588666915893555,45.52000045776367
2017-07-07,36.04499816894531,20.881332397460938,44.22999954223633
2017-07-10,36.26499938964844,21.06999969482422,44.400001525878906
2017-07-11,36.38249969482422,21.814666748046875,45.040000915527344
2017-07-12,36.435001373291016,21.968000411987305,45.4900016784668
2017-07-13,36.942501068115234,21.560667037963867,46.08000183105469
2017-07-14,37.2599983215332,21.851999282836914,46.540000915527344
2017-07-17,37.38999938964844,21.30466651916504,46.02000045776367
2017-07-18,37.52000045776367,21.882667541503906,46.400001525878906
2017-07-19,37.755001068115234,21.68400001525879,47.119998931884766
2017-07-20,37.584999084472656,21.994667053222656,46.790000915527344
2017-07-21,37.567501068115234,21.893333435058594,45.77000045776367
2017-07-24,38.022499084472656,22.834667205810547,46.34000015258789
2017-07-25,38.185001373291016,22.639999389648438,47.88999938964844
2017-07-26,38.3650016784668,22.92333221435547,48.75
2017-07-27,37.63999938964844,22.297332763671875,49.040000915527344
2017-07-28,37.375,22.33799934387207,49.709999084472656
2017-07-31,37.182498931884766,21.564666748046875,50.16999816894531
2017-08-01,37.51250076293945,21.30466651916504,49.15999984741211
2017-08-02,39.28499984741211,21.72599983215332,49.59000015258789
2017-08-03,38.89250183105469,23.139333724975586,49.029998779296875
2017-08-04,39.09749984741211,23.79400062561035,49.58000183105469
2017-08-07,39.70249938964844,23.67799949645996,49.38999938964844
2017-08-08,40.02000045776367,24.347999572753906,49.16999816894531
2017-08-09,40.26499938964844,24.235332489013672,49.560001373291016
2017-08-10,38.83000183105469,23.69333267211914,48.59000015258789
2017-08-11,39.369998931884766,23.857999801635742,48.81999969482422
2017-08-14,39.962501525878906,24.253332138061523,47.59000015258789
2017-08-15,40.400001525878906,24.155332565307617,47.54999923706055
2017-08-16,40.23749923706055,24.194000244140625,46.779998779296875
2017-08-17,39.46500015258789,23.461332321166992,47.09000015258789
2017-08-18,39.375,23.163999557495117,48.5099983215332
2017-08-21,39.3025016784668,22.52400016784668,47.369998931884766
2017-08-22,39.94499969482422,22.75666618347168,47.63999938964844
2017-08-23,39.994998931884766,23.51799964904785,48.40999984741211
2017-08-24,39.817501068115234,23.528667449951172,47.43000030517578
2017-08-25,39.96500015258789,23.203332901000977,47.869998931884766
2017-08-28,40.36750030517578,23.04400062561035,46.56999969482422
2017-08-29,40.727500915527344,23.157333374023438,46.439998626708984
2017-08-30,40.837501525878906,23.545333862304688,45.959999084472656
2017-08-31,41.0,23.726667404174805,47.22999954223633
2017-09-01,41.01250076293945,23.69333267211914,47.290000915527344
2017-09-05,40.52000045776367,23.305999755859375,48.65999984741211
2017-09-06,40.477500915527344,22.968666076660156,49.15999984741211
2017-09-07,40.314998626708984,23.374000549316406,49.09000015258789
2017-09-08,39.657501220703125,22.893333435058594,47.47999954223633
2017-09-11,40.375,24.246000289916992,48.06999969482422
2017-09-12,40.21500015258789,24.183332443237305,48.22999954223633
2017-09-13,39.912498474121094,24.415332794189453,49.29999923706055
2017-09-14,39.56999969482422,25.176000595092773,49.88999938964844
2017-09-15,39.970001220703125,25.320667266845703,49.88999938964844
2017-09-18,39.66749954223633,25.666667938232422,49.90999984741211
2017-09-19,39.682498931884766,25.00666618347168,49.47999954223633
2017-09-20,39.01750183105469,24.92733383178711,50.40999984741211
2017-09-21,38.34749984741211,24.43199920654297,50.54999923706055
2017-09-22,37.97249984741211,23.4060001373291,50.65999984741211
2017-09-25,37.63750076293945,22.999332427978516,52.220001220703125
2017-09-26,38.28499984741211,23.016666412353516,51.880001068115234
2017-09-27,38.557498931884766,22.731332778930664,52.13999938964844
2017-09-28,38.31999969482422,22.639999389648438,51.560001373291016
2017-09-29,38.529998779296875,22.739999771118164,51.66999816894531
2017-10-02,38.45249938964844,22.768667221069336,50.58000183105469
2017-10-03,38.619998931884766,23.209333419799805,50.41999816894531
2017-10-04,38.369998931884766,23.667333602905273,49.97999954223633
2017-10-05,38.84749984741211,23.68866729736328,50.790000915527344
2017-10-06,38.82500076293945,23.79199981689453,49.290000915527344
2017-10-09,38.959999084472656,22.862667083740234,49.58000183105469
2017-10-10,38.974998474121094,23.70599937438965,50.91999816894531
2017-10-11,39.13750076293945,23.639999389648438,51.29999923706055
2017-10-12,39.0,23.711999893188477,50.599998474121094
2017-10-13,39.247501373291016,23.704666137695312,51.45000076293945
2017-10-16,39.970001220703125,23.373332977294922,51.869998931884766
2017-10-17,40.11750030517578,23.71666717529297,51.880001068115234
2017-10-18,39.939998626708984,23.976667404174805,52.040000915527344
2017-10-19,38.994998931884766,23.45400047302246,51.290000915527344
